artifactName,country,library,relicTime,material,moreUrl,imageUrl,size,description
青花波斯文筒式三足炉,中国,山西博物馆,明,瓷,https://www.shanximuseum.com/cms/a/843.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c107454e0e8e_1336_748_142_0.jpg,高11.7、口径15.3厘米。,腹外壁青花书波斯文字三段，系节选自波斯诗人萨迪《果园》诗集。内底有“天顺七年（1463年）大同马”款，内壁有“大同马氏书”字样。这是一件有明确纪年的明代“空白期”的标准器。
青花菱花花口盘,中国,山西博物馆,明,瓷,https://www.shanximuseum.com/cms/a/842.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10740288fa9_1336_748_135_0.jpg,高5.7、口径33.6厘米。,造型典雅，胎质精细，各种花卉装饰图案疏密得当，令人赏心悦目。由于使用进口的“苏泥勃”清料，青花发色浓艳，图案自然晕散，铁黑色结晶斑深入胎骨，是宣德瓷的代表作品。
德化窑达摩坐像,中国,山西博物馆,明,瓷,https://www.shanximuseum.com/cms/a/844.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c1074a53d1c3_1336_748_105_0.jpg,高33、座宽16厘米。,象牙白釉，滋润似玉。达摩双耳长垂，两眼凝视，双唇紧抿，表情庄严。前胸袒露，衣纹迭褶自然下垂，有临风飘逸的质感。背后钤方形“何朝宗印”，为嘉靖、万历间德化窑瓷塑名家何朝宗的作品。
谢时臣 溪桥钓艇图,中国,山西博物馆,明,绢本,https://www.shanximuseum.com/cms/a/896.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e5a7b3172.jpg,绢本，设色。纵120厘米，横61厘米。,"此画构图雄伟严密，气势纵横。自题七言诗一首：“把钓清江未返家，江边草阁枕平沙。山中春色随流水，藻行牵风聚落花。”,谢时臣（1488～1567年），字思忠，号橒僊，吴（今苏州）人。善画山水。"
无款 七子过关图,中国,山西博物馆,明,绢本,https://www.shanximuseum.com/cms/a/895.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e63143c83.jpg,绢本，设色。纵148.5厘米，横84.5厘米。,历史故事画题，描写唐开元年间七才子冒风雪出蓝田关，游龙门寺的故事。唐郑虔、韩滉有画本，清丁观鹏有仿韩滉图本。钤五方藏印。
杨笃 《&lt;说文解字&gt;序》四条屏之二,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/846.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11bdac19147.jpg,纸本，纵168厘米，横40.7厘米。,"释文：壁中书者，鲁恭王坏孔子宅，而得《礼记》、《尚书》、《春秋》、《论语》、《孝经》。又北平侯张苍献《春秋左氏传》。郡国亦往往于山川得鼎彝，其铭即前代之古文，皆自相似。虽叵复见远流，其详可得略说也。 而世人大共非訾，以为好奇者也，故诡更正文，乡壁虚造不可知之书，变乱常行，以耀于世。诸生竞逐说字，解经谊，称秦之隶书为仓颉时书，云：“父子相传，何得改易！”乃猥曰：“马头人为长，人持十为斗，虫者，屈中也。”廷尉说律至以字断法：“苛人受钱，苛之字止句也。”若此者甚众，皆不合孔氏古文，谬于史籀。鄙夫俗儒，翫其所习，蔽所希闻。不见通学，未尝睹字例之条。怪旧执而善野言，以其所知为秘妙，究洞圣人之微旨。 节汉说文解字序 瑞生五兄大雅之属 丙芮中秋杨笃虬麋书于并门志馆,杨笃（1834～1894年），字巩凡，一字雅利，别署琴如，号秋湄，别号北屈，或署虬麋道人、吕香真逸等，山西乡宁人。杨笃为近代极为有名的方志界名家。他一生之中主撰了《山西通志》（光绪）、《蔚州志》、《代州志》等共计13部262卷，创造了我国历史上个人修志种数最多的记录。杨笃也是当时极负盛名的诗人、学者兼书法家，贯通经史，尤擅金石书法，好为篆字，古朴大雅，为人所重。"
粉彩婴戏图碗,中国,山西博物馆,清,瓷,https://www.shanximuseum.com/cms/a/845.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c1074f23ae2f_1336_748_142_0.jpg,高5. 6 、口径11. 2 、 底径5 厘米。,"底部有“大清嘉庆年制”六字篆书款。胎白且薄，外壁通体绘满婴戏图，以房舍、山石、树木、小桥、流水为背景，姿态各异的儿童在其中嬉戏玩耍, 热闹异常。"
黄慎 苏武牧羊图,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/903.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e335ed62e.jpg,纸本，设色。纵198厘米，横109.5厘米。,"自题五言诗一首，款署“乾隆十六年秋八月写，宁化黄慎”，钤“黄慎”、“瘿瓢”两印，乾隆十六年为1751年，时年黄慎六十四岁。,黄慎（1687～1770年后），字恭寿，又字恭懋，号瘿瓢子、东海布衣等，福建宁化人。居扬州，卖画为生，为“扬州八怪”之一。上官周弟子，善人物，多用狂草笔法作画，纵横挥毫，气象万千。"
傅眉 绿树苍山图,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/894.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e5fdc60fc.jpg,纸本，纵140厘米，横37.5厘米。,傅眉（1628～1683年），字寿髦、竹岭，自号小蘖禅，山西阳曲人，傅山子。工书画，亦能篆刻，山水古朴有真趣，篆刻师秦汉，颇得家传之风。傅山对傅眉艺术的形成影响极大，傅眉的诗文、书画、学术均有极高的造诣，时人每每将其与傅山并称，加以赞赏。傅眉的书法柔中带刚，骨力纵横，他的画艺甚至与傅山各有千秋，较之乃父更加精巧细腻，别有一番情致。傅眉较傅山早几月去世，他的谢世无疑对傅山造成了巨大的打击。
朱士瑛 兰亭修楔图,中国,山西博物馆,明,绢本,https://www.shanximuseum.com/cms/a/900.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e4191ccac.jpg,绢本，设色。纵157厘米，横60厘米。,"诗堂由苏州薛益楷书《兰亭序》，画家楷书题款“壬午九月写朱士瑛”于画右石间。钤“文友”、“朱士瑛印”。左下角钤“山光水色”闲章。壬午，明崇祯十五年（1642年）。,朱士瑛，生卒年不详，工细笔人物，画似仇英。"
贾铉 水仙倚石图,中国,山西博物馆,清,绢本,https://www.shanximuseum.com/cms/a/902.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e385e02cb.jpg,绢本。纵92厘米，横49厘米。,"自识“癡野世兄索笔，久置案头，朝来勉为涂抹，所谓手腕木强者也。河东弟贾鉝并识”。鉝，系避玄讳。钤“贾铉书画章”、“玉万”二印。与画家并题者有长洲孙岳颁题于戊辰年（1688年）的诗作，及海昌查升题。左下钤“河东贾铉游戏翰墨”印一方。,贾铉，字玉万，号可斋，山西临汾人。大约生活在康熙年间。曾官至黄州通判、知府。贾铉的诗、文、书、画皆臻妙境，平生以绘画艺术成就最高，山水、花鸟、竹石都有描绘。画风澹逸雅致，喜用瘦笔干墨，峭劲脱俗，人以“不食人间烟火”形容他画作的高妙。最善花卉，时人评论甚至胜过善于描绘花卉的五代徐熙和宋代崔白。他的写意画线条简练，墨色适中，生动而富于变化，在当时可谓独树一帜。"
蓝瑛 秋溪放棹图,中国,山西博物馆,明,绢本,https://www.shanximuseum.com/cms/a/897.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e5655fd6b.jpg,绢本，设色。纵159厘米，横91.5厘米。,"画幅构图饱满，笔墨苍秀疏宕，设色明丽。画上题“戊子冬仲画于流香亭”，款署“蜨叟蓝瑛”，钤“蓝瑛之印”、“田叔”两方印。右下角钤“寄翁秘藏”方章。戊子，清顺治五年（1648年），作者时年六十四岁。,蓝瑛（1585～1664年），字田叔，号蜨叟，晚号石头陀，浙江钱塘（杭州）人。擅长山水、花卉、兰石，早年笔墨工致秀润，晚年落笔纵横，苍劲奇古，自成体系，对明末清初绘画影响很大。"
王渊 桃竹锦鸡图,中国,山西博物馆,元,绢本,https://www.shanximuseum.com/cms/a/899.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e4c7d37d4.jpg,绢本，设色。纵162.5厘米，横133厘米。,"画面绘山桃一株，花蕊初绽，翠竹几杆，锦鸡飞雀，坡石细草、溪水流泉。右边石间题款“至正三年冬腊月钱塘王渊若水为仲华良友画”。作于1343年，是画家现存创作年代最早的作品。,王渊，生卒年不详，字若水，号澹轩，浙江杭州人。活跃于13世纪末至14世纪前期。擅画山水人物，尤精于花鸟和水墨竹石，曾经赵孟頫亲授。他的花鸟画对明代花鸟画影响较大。"
顾安 风竹图,中国,山西博物馆,元,纸,https://www.shanximuseum.com/cms/a/898.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e51fad730.jpg,纸本，墨笔。纵106厘米，横33.5厘米。,"款署“迂讷老人顾定之为止善写于绿波轩”，钤“顾定之印”、“迂讷老人”两方印。另有张绅、道衍、俞贞木、丁敏等人的题记。此卷画嫩竹两竿，以笔墨的轻重徐疾、枯湿浓淡和疏密聚散，表现竹在风中摇曳的独特旋律和节奏。,顾安（1289～1365年以后），字定之，号迂讷居士，江苏苏州人。擅画墨竹，尤喜画风竹新篁。画法集文同、柯九思等诸家之长。他还擅长书法，行、楷俱工。其传世作品极少。"
吕焕成 仿赵伯驹山水,中国,山西博物馆,清,绢本,https://www.shanximuseum.com/cms/a/901.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e3e4e4d3c.jpg,绢本，设色。纵212厘米，横98.5厘米。,"青山绿水，款署“辛亥冬仲摹赵伯驹书法于花木深，舜江吕焕成”，钤“吕焕成印”、“吉文氏”、“游戏三昧”印。辛亥为康熙十年（1671年），乃其四十一岁所绘。,吕焕成（1630～1705年后），字吉文，浙江余姚人。善人物、山水、花卉。"
郑燮 兰竹石图,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/905.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e2a331224.jpg,纸本，墨笔。纵112厘米，横195厘米。,"此图为画家七十岁所绘，是其晚年佳作。以书法用笔绘兰竹，墨色浓淡相托，画面疏密有致，豪放潇洒，充满生机。画上长题，款署“乾隆壬午板桥老人郑燮”，钤“郑燮之印”、“爽鸠氏之官”两方印。,郑燮（1693～1765年），字克柔，号板桥，江苏兴化人。工书法、诗词，以篆隶体参合行楷，非古非今，非隶非篆，自称“六分半书”。擅画兰竹，为“扬州八怪”之一。"
袁耀 绿野堂图,中国,山西博物馆,清,绢本,https://www.shanximuseum.com/cms/a/904.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e2f7a67c8.jpg,绢本，设色。纵190厘米，横123.5厘米。,"图绘山水楼阁，笔致细腻，气势雄伟。款署“乙丑夏月邗上袁耀画”，钤“袁耀”、“溺渔者”两方印。乙丑为乾隆十年（1745年）。,袁耀，字昭道，江都（今江苏扬州）人，袁江之子。工山水、楼阁、界画，画风工整华丽。生卒年不详，约活动于乾隆中期。"
罗聘 得子图,中国,山西博物馆,清,绢本,https://www.shanximuseum.com/cms/a/906.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e18928bc6.jpg,绢本，设色。纵107.5厘米，横47.5厘米。,"图绘老翁得子，喜形于色。人物造型准确，线条洗练。画上题：“云里高山头白蚤，海中仙果子生迟。摘写刘梦得写白乐天句，似南屏明府一笑”。款署“两峰罗聘”、钤“罗聘私印”、“人日生人”两方印。,罗聘（1733～1799年），字遯夫，号两峰等，原籍安徽歙县，迁居扬州。金农弟子。山水、人物、花卉，无不擅长。笔情古逸，思致渊雅，自成风格，为“扬州八怪”之一。"
改琦 子夜歌图,中国,山西博物馆,清,绢本,https://www.shanximuseum.com/cms/a/907.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e139919e3.jpg,绢本，设色。纵98.5厘米，横44厘米。,"图绘一歌女抱长萧，人物秀劲，姿容秀美。画上题“子夜歌”，“旧时月色涼█雪，满衫花影飞仙蝶。碧玉一支萧，红兰十四桥。烟丝吹不断，翠里风零乱。枨触竹西亭，销魂是此声。”款署“七芗”，钤“改琦之印”。,改琦（1773～1828年），字伯蕴，号香白、七芗，别号玉壶外史，松江人。精画仕女，形象纤细俊秀，用笔轻柔流畅，落墨洁净，敷色清雅，创造了清代后期仕女画的典型风貌。"
贞祐宝券伍拾贯钞版,中国,山西博物馆,金,铜,https://www.shanximuseum.com/cms/a/908.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10df706ba22.jpg,长33厘米，宽19厘米。1978年山西省新绛县梁村出土。钞面上方五组钱串图案表示五十贯。与其他地方所出贞祐宝券“诸路通行”不同，钞面文字中有“平阳太原府两路通行”字样。,
木板漆画,中国,山西博物馆,北魏,木,https://www.shanximuseum.com/cms/a/910.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10de946180b.jpg,通长82厘米，宽40厘米，厚约2.5厘米。1965年山西大同石家寨太和八年（484年）司马金龙墓出土。系漆画屏风中的两块，之间由榫卯连接。板面髹朱漆，分上下四层彩绘《列女传》故事，线条用黑色，人物面部和手部涂铅白，服饰器具用黄、白、青绿、橙红、灰蓝等色。题记和榜书处再涂黄漆，其上墨书文字。画风近顾恺之。题记和榜书文字介于隶、楷之间，气势疏朗，是少见的北魏墨迹。木板漆画是南北朝时期文化融合的产物，具有极高的历史和艺术价值。,
大明通行宝钞中书省二百文,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/909.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10defb1f39b.jpg,长27厘米，宽16.5厘米。宝钞采用桑皮纤维做钞料，钞纸纤维细长，深蓝灰色。宝钞正面有龙纹边框，边框上的横额为“大明通行宝钞”六字。边框内上层两侧分别为叠文篆书“大明宝钞”和“天下通行”共八字。中间横书钞文“贰佰文”。钞额下面绘钱串图，一串象征一百文。边框内下层楷书“中书省奉准印造大明宝钞，与铜钱通行使用。伪造者斩，告捕者赏银贰佰五拾两，仍给犯人财产。洪武  年  月  日”。文字上盖篆书“宝钞提举司印”朱文印一方。背面上层加盖篆书“印造宝钞局”朱文印，背面下层有龙纹边框，框内横书钞额和钱串图。史载，明洪武八年（1375年）“诏中书省造大明宝钞”，洪武十三年（1380年）废中书省，印钞改属户部。中书省发行宝钞仅5年，传世稀少。,
狩猎纹波斯银盘,中国,山西博物馆,北魏,银,https://www.shanximuseum.com/cms/a/911.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10de24cf677.jpg,口径18厘米，高4.1厘米。1981年大同市南郊区小站村正始元年（504年）封和突墓出土。敞口，斜腹，矮圈足。盘内沿刻画三道旋纹，盘面为狩猎图，一位波斯贵族，络腮长须，头戴圆形帽，前部饰有九颗圆珠组成的一道边饰，脑后饰波斯萨珊式飘带，腕戴手镯，颈饰项链，耳垂水滴型耳坠，双手持矛，身处长满芦苇的沼泽，只身与三头野猪搏斗。属于波斯萨珊王朝常见的图案，应当是一件舶来品。,
晋侯pi 壶,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/917.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10db4f80a51.jpg,高68.8厘米 ，腹最宽35.2厘米。1992年曲沃县北赵村晋侯墓地8号墓出土。盛酒器，出土于晋献侯墓中。共两件，形制、纹饰、铭文基本相同。椭方形，带盖。长颈，象鼻形兽头套环双耳，鼓腹，圈足。盖部为高浮雕镂空波曲形装饰，盖面饰体躯交缠的吐舌龙纹；颈部上下依次饰兽目交连纹、波曲纹和鳞纹，腹部饰双体龙纹，龙首为高浮雕，圈足饰兽目交连纹。盖内铸铭4行26字，“唯九月初吉庚午，晋侯 (pí)作尊壶，用享于文祖皇考，万亿永宝用”。晋献侯“ ”是墓地中唯一能与《史记•晋世家》记载姓名相吻合的一位晋侯。,
兽面纹龙首提梁卣,中国,山西博物馆,商,铜,https://www.shanximuseum.com/cms/a/916.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10dc2c32fda.jpg,高34.8厘米。1959年石楼县桃花者村出土。盛酒器，整体如椭圆形。龙首形提梁，饰方格纹。腹部花纹由雷纹、目纹、夔纹和蝉纹等组成倒置的兽面纹，圈足饰有一圈云雷纹。商代晚期。,
荀侯匜,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/921.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10aac2de3b9_1336_748_142_0.jpg,通长35厘米，宽17.5厘米，高16.5厘米。1974年闻喜县上郭村出土。器形椭圆而长，口缘较直，窄流，深腹圜底，龙形鋬，龙口衔器口。四扁体兽形足。口沿饰重环纹，腹部饰瓦纹。腹内底铸铭3行14字：“荀侯稽作宝匜，其万寿子孙永宝用”。西周时期荀国器，荀国铜器存世极少。荀国在今山西省新绛县一带，被晋国所灭。,
刖人守囿车,中国,山西博物馆,春秋,铜,https://www.shanximuseum.com/cms/a/920.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10a7716bd83_1336_748_81_0.jpg,高9.1厘米，长13.7厘米，宽11.3厘米。1989年闻喜县上郭村出土。厢式六轮车。车顶部有双扇盖可以开启，盖面嵌有一猴形捉手，周边围绕四只振翅欲飞的小鸟，器壁饰相背的凤鸟纹，并有兽形装饰，器足由两大、四小共六个轮子组成，可挽环牵引，可用手推转动。器壁一侧有一小环，另一侧开一小门，门扉上立一受了刖刑的人，头戴尖帽，左脚残，左手持拐杖，门栓从此人的右臂腋下穿过，控制车门开闭。整个器物可转动的部位共计15处，共有猴、虎、鸟等14个动物，形象刻画了西周贵族“域养禽兽”的苑囿之景，与《周礼》“刖人使守囿”的记载相吻合。西周晚期青铜艺术精品。,
鸟盖人足盉,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/919.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10da680a898.jpg,高34.6厘米。1992年曲沃县北赵村晋侯墓地31号墓出土。盛酒器，出土于晋献侯夫人之墓。器体扁圆，顶有长方形口，口沿外侈，上有圆雕的振翅鸟形盖，以熊形链条与器体相接，前有昂首曲颈的龙首形流，后为兽首形鋬（pàn），器下为两个祼体的半蹲人形足，身前倾，背负器身，表现出两人负重时的姿态。盉身上部饰体躯相交的龙纹，两侧由内向外依次饰蜷曲龙纹、鳞纹、斜角云纹。,
晋侯稣钟,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/918.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10a60387177_1336_748_84_0.jpg,共两件。一件高25.9厘米，铣间距14.9厘米；另一件高22.3厘米，铣间距12.9厘米。1992年曲沃县北赵村晋侯墓地8号墓出土。该编钟总计16件，其余14件由上海博物馆从境外购回入藏。编钟分两组，三种式样，非同时铸造，测音却和谐，是标准配律。16件钟上共刻有355字的长篇铭文，完整记录了西周厉王三十三年，晋侯苏率军参加周厉王亲自指挥的讨伐东夷的战争。晋侯苏因战功，多次受赏，因作此编钟。所记战争为史料所阙载，对研究西周和晋国历史极为重要。铭文全部为錾刻，西周青铜器首见。,
虞侯政壶,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/923.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10abd325dd0_1336_748_91_0.jpg,通高41厘米，口长17.3厘米，宽12.6厘米。1980年征集。盛水或盛酒器。长方口，平沿，下腹外鼓，高圈足。肩部两侧有兽首衔环。颈部饰凤鸟纹，腹部为十字条带纹，圈足饰波曲纹。口内铸铭文4行24字：“唯王二月初吉壬戌，虞侯政作宝壶，其万年子子孙孙永宝用”。虞国都城在今山西省平陆县张店镇附近。公元前655年晋国假道灭虢国后，返回途中灭虞国。虞国铜器存世极少。虞侯政是至今已知唯一的一个虞君的名字。,
贾子匜,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/922.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10ab7ebe2b8_1336_748_142_0.jpg,通长36厘米，宽17厘米，高13.5厘米。1974年闻喜县上郭村出土。器形椭圆而长，口缘较直，窄流，深腹圜底，龙形鋬，龙口衔器口。四扁体兽形足。口沿饰窃曲纹，腹部饰瓦纹。腹内底铸铭文44行18字：“唯王二月，贾子己父作宝匜，其子子孙孙永用”。西周时期贾国器，贾国铜器存世极少。贾国在今山西省临汾市一带，被晋国所灭。,
楚公逆钟,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/924.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10d88eef87b.jpg,最大者通高51厘米，铣距28.8厘米，最小者通高22厘米，铣距12厘米。1993年曲沃县北赵村晋侯墓地64号墓出土。出土于晋穆侯之墓。一组8件，纹饰差异较大。甬的断面呈方形，有旋和斡，旋饰目雷纹。舞部两面微下倾，饰宽带卷云纹。钲、篆、枚部位之间，隔以夹有乳刺的双阴线，枚为平顶两段式，篆饰长脚蝉纹。隧部饰龙、凤、虎纹纠结图案，两组对称排列。右鼓以长耳鳞身兽形或鸾鸟为第二基音点标志。钲部和左鼓均铸有铭文，多侵蚀严重。记述了楚公逆为祭祀祖先出征，得到大量铜后作此编钟。楚公逆即《史记·楚世家》记载的熊咢。在位时间与晋穆侯相当。楚公逆钟的出土将楚晋交往的历史由文献记载的春秋早期提早到了西周晚期。,
陈信父壶,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/925.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10aca8cd289_1336_748_121_0.jpg,通高28.5厘米，宽22厘米。1978年闻喜县上郭村出土。盛水或盛酒器。自铭为瓶，扁平椭圆形，肩部饰卷曲相对的夔纹。颈部铸铭文5行20字：“陈公子信父作旅瓶，用祈眉寿，万年无疆，永寿用之”。西周时期陈国器。陈国铜器存世极少。,
附耳凤螭纹蹄足镬鼎,中国,山西博物馆,春秋,铜,https://www.shanximuseum.com/cms/a/926.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10d6fd20042.jpg,高93厘米，口径102厘米，耳间距129厘米。1988年太原市金胜村赵卿墓出土。附耳，敞口，唇平折，束颈，深腹，兽蹄足。腹部蟠螭纹，以三角回纹，鱼鳞纹和瓦纹作填纹。一对环形耳钮。目前所见春秋时期最大的鼎。镬鼎用以煮牲，依形制大小分为牛镬、羊镬和豕镬，此鼎应为牛镬。,
兽面纹方彝,中国,山西博物馆,西周,青铜,https://www.shanximuseum.com/cms/a/8207.html,https://www.shanximuseum.com/uploads/20210528/5742bf909d9e8771e3441cae6e297203.jpg,一级文物。绛县横水墓地出土。长方体，盖和盖钮均作四坡式屋顶形，侈口，束颈，腹微曲。花纹浮雕。盖和腹的四面饰双龙组成的内卷角大兽面，阔口獠牙，巨睛利爪。口沿下饰双体龙纹。方圈足饰长冠垂尾凤鸟。自盖至足的四隅皆有扉棱。颇显凝重大方。此为倗国铜器。,高37cm，口长22cm、宽15.8cm
铜牺立人擎盘,中国,山西博物馆,战国,铜,https://www.shanximuseum.com/cms/a/927.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10ae00cc26d_1336_748_88_0.jpg,高14.5厘米，长18厘米，盘径14厘米，重1.38公斤。1965年长治市分水岭出土。盘为圆形，侈口，平底，下接支柱，可以灵活转动，盘底以镂空蟠虺纹装饰。牺牲体肥硕，面部表情温顺，双目圆睁，长吻大耳，四足短而粗壮，站立平稳，牲背上站立一人，面目清秀，束发垂脊，身穿右衽长袍，双臂前伸，手握盘柱。“牺”是古代祭祀所用牲畜的称谓。该器的功能尚待进一步研究。,
胡傅酒樽,中国,山西博物馆,汉,铜,https://www.shanximuseum.com/cms/a/928.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10ae56eccc9_1336_748_132_0.jpg,高34.7厘米，口径65.5厘米。1962年右玉县大川村出土。通体鎏金加彩绘，技法十分罕见。器身彩绘虎、象、鹿、马等动物图案，形象生动。口沿刻铭文“勮（jù）阳阴城胡傅铜酒樽，重百廿斤，河平三年（公元前26年）造。”勮阳和阴城均为西汉雁门郡所辖县，勮阳位于今应县北，阴城位于今朔州东南。,
螭柄提梁盉,中国,山西博物馆,春秋,铜,https://www.shanximuseum.com/cms/a/929.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10d589547c1.jpg,高23.4厘米，口径10.4厘米。,1972年长治市分水岭出土。螭形提梁，拱背卷尾，流作龙首，引颈张口，似在长鸣。整体造型轻盈，富有动感。
兽面纹斝,中国,山西博物馆,商,青铜,https://www.shanximuseum.com/cms/a/8208.html,https://www.shanximuseum.com/uploads/20210528/a004fbd74032d9eb67c86504f953a30a.jpg,一级文物，公安机关移交。扉棱发达，兽面纹饰复杂而工整，器物足部背面的凹槽留有范土。 属商代晚期风格。,口径21.5cm，高42cm
石磨盘、棒,中国,山西博物馆,新石器时代,石,https://www.shanximuseum.com/cms/a/9350.html,https://www.shanximuseum.com/uploads/20240304/cfc0e6da27e0f4bce5d7fe30301b7c48.jpg,古人会对采集来的植物种籽、根茎等进行一些加工。石磨盘与石磨棒配套使用，可能用于研磨植物种籽、根茎。,
董明墓戏俑,中国,山西博物馆,金,陶,https://www.shanximuseum.com/cms/a/9349.html,https://www.shanximuseum.com/uploads/20240304/5f2a03ef69a4e5ec381b9b9ff69d3831.jpg,位于墓室北壁上部。戏台为单檐歇山顶，两根八角形小矮柱上承台面，简洁精巧。戏台上有五个彩绘戏俑，自左至右为装孤、副末、末泥、装旦和副净等五个角色。其中末泥为主演，与以副末和副净为主演、以滑稽调笑为主要内容的早期杂剧不同，表明中国戏曲艺术正走向成熟。,"从左至右，第一人，戴黑色幞头，穿宽袖黄衫，足着皂靴，敞襟露胸，身刺花纹，面饰蝴蝶状脸谱。右手执一纸卷，左手指着自已的胸膛，似在倾诉。第二人头戴黑色介帻，穿圆领紧袖青色袍，足着乌靴，腰系黄色带，左手撩起衣襟，右手握拳，面向左侧而手指右边作传话状。第三人居正中，戴黑色展角幞头，穿圆领宽袖红袍，腰束带，足着靴，双手捧笏胸前，端庄自若，一幅官吏仪表。第四人为女角，头挽发髻形若花冠，身穿窄袖团花大红袄，着浅红色裤、黑色鞋，腰束黄色巾帕，左手握帕搭腹，右手执团伞搭于左肩，两腿交叉,忸怩作态。第五人，软巾诨裹挽偏髻，着黄色虎皮纹镶黑边短袍，着乌靴，戴浅红色腿套，脸上眼鼻部涂抹粉团，双目斜抹八字眉，两面颊各抹一团黑，双腕各戴红色手镯一只，左手抱一大棒，右手拇、食二指置口中打呼哨，形象颇为滑稽。"
子匿鼎,中国,山西博物馆,商,青铜,https://www.shanximuseum.com/cms/a/8211.html,https://www.shanximuseum.com/uploads/20210528/0da6bbe66c56bb714810928295fb1a8f.jpg,一级文物。公安机关移交。长方槽形，上大下小，双立耳，直口，腹壁微斜，四隅出扉棱，平底，四柱足。腹部以扉棱为中心饰四组兽面纹，以云雷纹衬底，内壁铸“子匿”2 字铭文。,通高21.6cm，口径长16.7cm，口径宽14cm，耳径17.8cm
娄睿墓金饰,中国,山西博物馆,北齐,鎏金,https://www.shanximuseum.com/cms/a/9351.html,https://www.shanximuseum.com/uploads/20240304/b63bf847bb20904ccdd58eff94c08139.jpg,镂空，上镶嵌珍珠、玛瑙、蓝宝石、绿宝石、蚌和玻璃等材料，图案华丽，极为精美，这一饰件可能是金冠上的附件。,
