id,artifactName,artifactName_chinese,country,relicTime,relicTime_chinese,material,material_chinese,library,library_chinese,size,size_chinese,description,description_chinese,moreUrl,imageUrl
4131,Vase,花瓶,中国,Han-Dynastie,汉,"Keramik, glasiert",陶瓷，釉面,Ethnologisches Museum,民族学博物馆,"Höhe x Durchmesser: 38 x 26 cm,Gewicht: 3,9 kg",高度 x 直径：38 x 26 厘米，重量：3.9 公斤,"Keramik mit rötlichem Scherben.Bauchige Vase mit irisierender , am Hals kräftig grüner, ansonsten blau-silbrig opalisierender Überlaufglasur,; antithetisch aplizierte Zierhenkel in Gestalt von Löwenköpfen.",陶瓷，带红色碎片，球状花瓶，带虹彩，浓绿色颈部，其他为蓝银乳白色溢釉；对比鲜明的狮头形状装饰手柄。,https://id.smb.museum/object/838625/vase,https://recherche.smb.museum/images/93/937403_1200x1200.jpg
4132,"Ritualgefäß, Typ jue",礼器，爵型,中国,Späte Shang-Zeit frühe Zhou-Dynastie (Westliche) 11. Jh. v. u. Z.,商代晚期，周朝早期（西方），公元前11世纪。,"Bronze, gelb-grün patiniert",青铜色，黄绿色锈迹,Museum für Asiatische Kunst,亚洲艺术博物馆,"Objektmaß: 21,8 x 17,5 x 10 cm (Tiefe ca.),Gewicht: 0,85 kg",物体尺寸：21.8 x 17.5 x 10 厘米（深度约），重量：0.85 千克,"Auf drei ausgestellten, spitz zulaufenden Beinen sitzt ein eiförmiger Gefäßkörper, der sich nach oben hin zu einer weit vorragenden Ausgusstülle und einem spitz zulaufenden hinteren Mündungsrand öffnet. Zwei pfostenartige Aufsätze mit Wirbelkreismotiven auf den pilzförmigen Bekrönungen setzen auf der Lippe auf. Wie bei diesem Gefäßtyp üblich, sind die Pfostensäulen an den Außenseiten flach und an den Innenseiten gerundet. Den Seitenhenkel schmückt über dem oberen Ansatz ein Tierkopf, der plastisch ausgeformt auch die gegenüberliegende, henkellose Seite ziert. Während sich ein dichtes, im wesentlichen auf eingetieften Spiralmustern gründendes Dekorsystem über dem Gefäßkörper ausbreitet, bleiben die Beine, der gewölbte Boden und der Mündungsrand unverziert. Zu beiden Seiten des Henkels und unterhalb des plastischen Tierkopfes auf der Gegenseite stehen große&nbsp;taotie&nbsp;mit stark verkürzten Körperelementen. Die Dekorzonen darunter nehmen weitere, verkürzte&nbsp;taotie&nbsp;sowie Monoculi ein, wobei wie bei den großen&nbsp;taotie&nbsp;keine strenge Symmetrie eingehalten ist. So sind beispielsweise die beiden Ohren der großen&nbsp;taotie&nbsp;unterschiedlich als Spiralen bzw. plastisch durchgeformt gestaltet. Die Tüllenwandung schließlich zeigt als weiteres Hauptdekormotiv Schlangendrachen mit Pilzhörnern. Die ungewöhnliche Form des Gießgefäßes vom Typ&nbsp;jue&nbsp;verfügt über eine weit zurückreichende Ahnenreihe. Die frühesten Beispiele stammen aus der 1. Hälfte des 2. Jahrtausends v. Chr. und kamen 1975 in Erlitou, Kreis Yanshi, Provinz Henan, zutage . Sie sind zugleich die ältesten bezeugten chinesischen Bronzegefäße überhaupt. [SM8HF]",蛋形容器主体位于三个展开的锥形腿上，腿向上打开，形成一个广泛突出的倾倒口和一个锥形后口边缘。嘴唇上有两个柱状附件，蘑菇形冠上有漩涡圆形图案。与这种类型的船只一样，柱子的外侧是平的，内侧是圆形的。侧把手的上部上方饰有兽头，另一侧无把手的侧面也以雕塑形式装饰。虽然主要基于凹进螺旋图案的密集装饰系统遍布容器的主体，但腿部、弯曲的底部和口部边缘仍然没有装饰。手柄两侧和对面塑料兽头下方是大饕餮，身体元件大大缩短。下面的装饰区域包含进一步缩短的饕餮和单眼，尽管与大饕餮一样，没有观察到严格的对称性。例如，大饕餮的两个耳朵被设计成不同的形状，如螺旋形或塑形。最后，喷水墙的另一个主要装饰图案是带有蘑菇角的蛇龙。爵式铸器造型奇特，源远流长。最早的例子可以追溯到公元前第二个千年上半叶。公元前1975年在河南省偃师县二里头被发现。它们也是有记载的最古老的中国青铜器。 [SM8HF],https://id.smb.museum/object/1904162/ritualgefass-typ-jue,https://recherche.smb.museum/images/45/4519936_1200x1200.jpg
4133,"Ritualgefäß, Typ gu",古式礼器,中国,"Shang-Zeit, mittlere bis späte Anyang-Periode 12./11. Jahrhundert vor Christus",商代、安阳中晚期 12/11世纪公元前世纪,"Bronze, grau-grün patiniert mit leichter Verkrustung",古铜色，灰绿色，有轻微结垢,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 27,5 x 16 cm,Durchmesser: 9,7 cm (Standring),Gewicht: 1,35 kg,Durchmesser: 9,7 cm (Öffnung)",高度x直径：27.5 x 16厘米，直径：9.7厘米（支架环），重量：1.35公斤，直径：9.7厘米（开口）,,,https://id.smb.museum/object/1904161/ritualgefass-typ-gu,https://recherche.smb.museum/images/56/5691514_1200x1200.jpg
4134,Buddha Sakyamuni mit Begleitern,释迦牟尼佛与侍者,中国,Qi-Zeit (Nördliche),齐时（北方）,Stein,石头,Ethnologisches Museum,民族学博物馆,Höhe x Breite: 47 x 28 cm,高度 x 宽度：47 x 28 厘米,"Umgeben von seinen Begleitern Ananda und Kasyapa sitzt Buddha Sakyamuni auf einem Doppellotosthron, flankiert von je einem Bodhisattva. In der Sockelzone hält eine, beidseitig von je einem Löwen umgebene, hockende Naturgottheit ( Yakusa)  ein Opfertablett als Hinweis auf die Macht Buddhas. Der Figurentyp ist durch eine einfache, klare Formensprache charaktersiert. Vergleichbare Stücke sind in China spätestens seit der Wei-Zeit (um 400 u.Z.) bekannt. Aufgrund von Stilvergleichen wird diese Stele in das ausgehende 6. Jh. datiert. (Siegmar  Nahser, in: Schätze Chinas aus Museden der DDR, Dresden, 1989)",释迦牟尼佛坐在双莲花宝座上，两侧各有一菩萨，周围环绕着他的同伴阿难和迦叶。在基地区域，蹲伏着一个自然神（八草），两侧环绕着一只狮子，手里拿着一个祭盘，象征着佛陀的力量。图形类型的特点是形式语言简单、清晰。最迟自魏朝（公元400年左右）以来，类似的作品在中国就已为人所知。根据风格比较，该石碑的年代为六世纪后期。 （Siegmar Nahser，载于：东德博物馆中的中国珍宝，德累斯顿，1989 年）,https://id.smb.museum/object/138891/buddha-sakyamuni-mit-begleitern,https://recherche.smb.museum/images/27/2721289_1200x1200.jpg
4135,Handel mit altem Bohnenquark,老豆腐贸易,中国,um 1885,1885年左右,Tusche und Farben auf Papier,纸本水墨设色,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 22 cm,Objektmaß: B: 32 cm",物体尺寸：高：22 厘米，物体尺寸：宽：32 厘米,Handel mit Bohnenquark,豆腐贸易,https://id.smb.museum/object/138906/handel-mit-altem-bohnenquark,https://recherche.smb.museum/images/59/597982_1200x1200.jpg
4136,Handel mit Pflaumenlimonade,梅子柠檬水贸易,中国,Qing (Mandschu) –Dynastie (Ende),清（满）朝（完）,Papier,纸,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 22 cm,Objektmaß: B:32 cm",物体尺寸：高：22 厘米，物体尺寸：宽：32 厘米,Handel mit Pflaumenlimonade,梅子柠檬水贸易,https://id.smb.museum/object/138907/handel-mit-pflaumenlimonade,https://recherche.smb.museum/images/59/597984_1200x1200.jpg
4137,Schilfhörnchen-Verkäufer,芦苇松鼠卖家,中国,Qing (Mandschu) –Dynastie (Ende),清（满）朝（完）,"Papier, Pigmente",纸张、颜料,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 22 cm,Objektmaß: B: 32 cm",物体尺寸：高：22 厘米，物体尺寸：宽：32 厘米,,,https://id.smb.museum/object/138897/schilfhornchen-verkaufer,https://recherche.smb.museum/images/59/597979_1200x1200.jpg
4138,Verkäufer von Bohnenquark,卖豆腐的,中国,um 1885,1885年左右,Papier,纸,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 22 cm,Objektmaß: B: 32 cm",物体尺寸：高：22 厘米，物体尺寸：宽：32 厘米,Verkäufer von Bohnenquark,卖豆腐的,https://id.smb.museum/object/138910/verkaufer-von-bohnenquark,https://recherche.smb.museum/images/59/597983_1200x1200.jpg
4139,Melonenverkäufer,卖瓜人,中国,um 1890,1890年左右,Tusche und Farben auf Seide,绢本水墨设色,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 11,5 cm,Objektmaß: B: 15,7 cm",物体尺寸：高：11.5 厘米，物体尺寸：宽：15.7 厘米,"Handel, Melonenhändler",贸易、瓜商,https://id.smb.museum/object/138917/melonenverkaufer,https://recherche.smb.museum/images/49/496635_1200x1200.jpg
4140,指南 車 Zhi nan che,指南车指南车,中国,1954 (Rekonstruktion nach Quellen der Han-Zeit),1954年（根据汉代资料重建）,Holz,木头,Ethnologisches Museum,民族学博物馆,"Länge x Breite x Höhe: 61,5 x 29,5 x 52 cm",长x宽x高：61.5 x 29.5 x 52 厘米,"Bei dieser Rekonstruktion handelt es sich um ein  Gerät, welches durch ein ausgeklügeltes System von Zahnrädern unterschiedlicher Größe funktioniert. Je nach dem, welche Bewegung mit dem Wagen gemacht wird, verschieben sich die Zahnräder so, dass der Richtungszeiger dennoch stets nach Süden weist.
Wahrscheinlich wurden solche Geräte ab der Mitte des 3. Jh. n. Chr. hergestellt. Mit einem Streitwagen ähnlicher Größe dienten diese Wagen einer weithin sichtbaren Orientierung. (S. Nahser (in: Vermessen: Kartographie der Tropen), Berlin (Ethnologisches  Museum), 2006, S. 31).

Weiterführend:  Needham, J.: Science and Civilisation, Vol 4, Cambridge, 1959, S.  286 ff","这种重建是一种通过不同尺寸的复杂齿轮系统工作的装置。根据手推车的运动情况，齿轮会发生变化，使方向指针始终指向南方。
 这种设备可能是在公元 3 世纪中叶制造的。由于战车尺寸相似，这些战车提供了从远处可见的方向。 （S. Nahser（参见：测量：热带地区制图），柏林（民族学博物馆），2006 年，第 31 页）。
 
 更多信息：Needham, J.：科学与文明，第 4 卷，剑桥，1959 年，第 31 页.286 后",https://id.smb.museum/object/138867/%E6%8C%87%E5%8D%97-%E8%BB%8A-zhi-nan-che,https://recherche.smb.museum/images/11/1186868_1200x1200.jpg
4141,Feuertopfträger,荷兰烤箱托架,中国,"Qing (Mandschu) -Dynastie, vor 1895",清（满族）王朝，1895 年之前,"Papier, Tusche, Farbpigmente",纸张、油墨、彩色颜料,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 22 cm,Objektmaß: B: 32 cm",物体尺寸：高：22 厘米，物体尺寸：宽：32 厘米,,,https://id.smb.museum/object/138914/feuertopftrager,https://recherche.smb.museum/images/59/597988_1200x1200.jpg
4142,Bodhisattva Manjusri,文殊菩萨,中国,19. Jahrhundert (?),十九世纪（？）,Malerei in Seide gerahmt,丝绸框画,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 67 x 38 cm Außenmaß,Bildmaß: 31,5 x 22,5 cm",高 x 宽：67 x 38 厘米外部尺寸，图像尺寸：31.5 x 22.5 厘米,,,https://id.smb.museum/object/138832/bodhisattva-manjusri,https://recherche.smb.museum/images/32/3218144_1200x1200.jpg
4143,Milchhändler,牛奶经销商,中国,"Qing (Mandschu) –Dynastie (Ende), vor 1895",清（满）朝（末），1895 年之前,Papier,纸,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 22 cm,Objektmaß: B: 32 cm",物体尺寸：高：22 厘米，物体尺寸：宽：32 厘米,,,https://id.smb.museum/object/138908/milchhandler,https://recherche.smb.museum/images/59/597985_1200x1200.jpg
4144,Herstellung von Bohnenquark,豆腐的生产,中国,,,Seide,丝绸,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 11,5 cm,Objektmaß: B: 15,7 cm",物体尺寸：高：11.5 厘米，物体尺寸：宽：15.7 厘米,Herstellung von Bohnenquark,豆腐的生产,https://id.smb.museum/object/138930/herstellung-von-bohnenquark,https://recherche.smb.museum/images/59/597969_1200x1200.jpg
4145,Bohnenquark-Herste,豆腐糕,中国,um 1890,1890年左右,Seide,丝绸,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 11,5 cm,Objektmaß: B: 15,7 cm",物体尺寸：高：11.5 厘米，物体尺寸：宽：15.7 厘米,Herstellung von Bohnenquark,豆腐的生产,https://id.smb.museum/object/138931/bohnenquark-herste,https://recherche.smb.museum/images/59/597970_1200x1200.jpg
4146,Herstellung von Bohnenquark,豆腐的生产,中国,um 1880,1880年左右,"Seide, Tusche, Pigmente",丝绸、墨水、颜料,Ethnologisches Museum,民族学博物馆,"Bildmaß: 15,3 x 19,5 cm (im Passepartout)",图像尺寸：15.3 x 19.5 厘米（passe-partout）,Herstellung von Bohnenquark,豆腐的生产,https://id.smb.museum/object/138933/herstellung-von-bohnenquark,https://recherche.smb.museum/images/49/496645_1200x1200.jpg
4147,Tonkanne,陶罐,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 17,5 cm,Durchmesser: 17,5 cm",高度：17.5 厘米，直径：17.5 厘米,Henkelkanne; handgetöpfert; ungebrannt,把手壶；手工陶器；未烧制的,https://id.smb.museum/object/825362/tonkanne,https://recherche.smb.museum/images/79/792808_1200x1200.jpg
4148,Tonkrug,粘土壶,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 31 cm,Durchmesser: 32 cm",高：31厘米，直径：32厘米,Wasserkrug mit zwei Henkeln; handgetöpfert; auf offenem Feuer gebrannt,有两个把手的水壶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825354/tonkrug,https://recherche.smb.museum/images/79/792804_1200x1200.jpg
4149,Seismograph (Modellnachbildung),地震仪（模型复制品）,中国,1952,1952年,Holz,木头,Ethnologisches Museum,民族学博物馆,"Höhe: 425 cm (Seismoskop),Durchmesser: 355 cm (Seismoskop),Höhe x Breite: 8 x 5 cm (Figur)",高：425厘米（地震仪），直径：355厘米（地震仪），高x宽：8 x 5厘米（图）,"Nachbildung eines hanzeitlichen Seismographen ( chin.: 地 動 儀 Di dong yi ) in Form eines vasenähnlichen Deckelgefäßes, ursprünglich aus Bronze, hier aus Holz:
Acht  mit den Köpfen nach unten weisende Drachen sind in gleichmäßigem Abstand  am Oberrund des Hohlgefäßes angebracht. Sie halten in den mit beweglichen  Kiefern versehenen  Mäulern je eine Kugel. Diese Drachen sind zum Inneren hin mit Sprungfedern verbunden. Im  Falle eines Bebens ließ derjenige Drache, der der Richtung nach dem Beben am nächstens angeordnet ist, seine Kugel (in das Maul einer unter ihm stehenden Kröte) fallen. Dieses Gerät zeigte zwar nicht die Stärke des Bebens, wohl aber, sogar über große Entfernungen, die Richtung an.
Nach den ""Aufzeichungen der Östlichen Han-Zeit"" (後漢書, Houhanshu) wird die Mechanik dieses Gerätes  dem bekannten Erfinder Zhang Heng (張衡, 78-139 n. Chr.) im Jahre 132 n.Chr. zugeschrieben. (S. Nahser (in: Vermessen: Kartographie der Tropen), Berlin (Ethnologisches  Museum), 2006, S. 33 f).
Weiterführende Lit.: Needham, J., Science and Civilisation in China, Vol 3, Cambridge, 1959, S. 628 ff.","汉代地震仪的复制品（中文：地动仪 Di dong yi），形状像一个花瓶状有盖容器，最初由青铜制成，此处由木头制成：
 八条头朝下的龙以相等的距离附着在地震仪上。中空容器的上圆。它们每人的活动颚中都夹着一个球。这些龙内部用弹簧相连。如果发生地震，最靠近地震方向的龙会将其球扔下（落入站在它下方的蟾蜍的嘴里）。该装置并不能显示地震的强度，但它确实可以指示地震的方向，即使是在很长的距离上。张衡，公元78-139年）公元132年。归因。 （S. Nahser（见：测量：热带地图），柏林（民族学博物馆），2006 年，第 33 页）。
 进一步参考：Needham, J.，《中国科学与文明》，第 3 卷，剑桥，1959 年，第 628 页。",https://id.smb.museum/object/138865/seismograph-modellnachbildung,https://recherche.smb.museum/images/11/1186867_1200x1200.jpg
4150,Tonkanne,陶罐,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 22 cm,Durchmesser: 23,5 cm",高：22厘米，直径：23.5厘米,Henkelkanne; handgetöpfert; auf offenem Feuer gebrannt,把手壶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825360/tonkanne,https://recherche.smb.museum/images/79/792807_1200x1200.jpg
4151,Tontopf,陶罐,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 18 cm,Durchmesser: 18 cm",高：18厘米，直径：18厘米,Topf mit 2 Henkeln; handgetöpfert; auf offenem Feuer gebrannt,有 2 个把手的锅；手工陶器；在明火上烧毁,https://id.smb.museum/object/825364/tontopf,https://recherche.smb.museum/images/79/792810_1200x1200.jpg
4152,Tonkanne,陶罐,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 14 cm,Durchmesser: 11,5 cm",高：14厘米，直径：11.5厘米,Henkelkanne; handgetöpfert; auf offenem Feuer gebrannt,把手壶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825363/tonkanne,https://recherche.smb.museum/images/79/792809_1200x1200.jpg
4153,Tonschale,粘土碗,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 11 cm,Durchmesser: 18 cm",高：11厘米，直径：18厘米,Schale; handgetöpfert; auf offenem Feuer gebrannt,剥;手工陶器；在明火上烧毁,https://id.smb.museum/object/825365/tonschale,https://recherche.smb.museum/images/79/792811_1200x1200.jpg
4154,Tonkanne,陶罐,中国,um 1970,1970年左右,"Ton, poliert, engobiert, bemalt",粘土，抛光，镶嵌，彩绘,Ethnologisches Museum,民族学博物馆,"Höhe: 26,5 cm,Durchmesser: 23,5 cm",高：26.5厘米，直径：23.5厘米,Henkelkanne; handgetöpfert; auf offenem Feuer gebrannt,把手壶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825359/tonkanne,https://recherche.smb.museum/images/79/792806_1200x1200.jpg
4155,Tonkrug,粘土壶,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 30 cm,Durchmesser: 27 cm",高：30厘米，直径：27厘米,Wasserkrug mit zwei Henkeln; handgetöpfert; auf offenem Feuer gebrannt,有两个把手的水壶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825343/tonkrug,https://recherche.smb.museum/images/79/792802_1200x1200.jpg
4156,Tonkrug,粘土壶,中国,um 1970,1970年左右,"Ton, poliert, engobiert, bemalt",粘土，抛光，镶嵌，彩绘,Ethnologisches Museum,民族学博物馆,"Höhe: 28 cm,Durchmesser: 26 cm",高：28厘米，直径：26厘米,Wasserkrug mit zwei Henkeln; handgetöpfert; auf offenem Feuer gebrannt,有两个把手的水壶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825344/tonkrug,https://recherche.smb.museum/images/79/792805_1200x1200.jpg
4157,Maria,玛丽亚,中国,um 1970,1970年左右,"Ton, poliert, engobiert",粘土，抛光，镶嵌,Ethnologisches Museum,民族学博物馆,"Höhe: 19 cm,Durchmesser: 9 cm",高：19厘米，直径：9厘米,Handgetöpfert; auf offenem Feuer gebrannt,手工陶器；在明火上烧毁,https://id.smb.museum/object/825368/maria,https://recherche.smb.museum/images/79/792818_1200x1200.jpg
4158,Tonkrug,粘土壶,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 26 cm,Durchmesser: 25 cm",高：26厘米，直径：25厘米,Wasserkrug mit zwei Henkeln; handgetöpfert; auf offenem Feuer gebrannt,有两个把手的水壶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825350/tonkrug,https://recherche.smb.museum/images/79/792803_1200x1200.jpg
4159,Tonflasche,粘土瓶,中国,um 1970,1970年左右,"Ton, poliert, bemalt",粘土，抛光，涂漆,Ethnologisches Museum,民族学博物馆,"Objektmaß: 22 x 21 x 10,5 cm",物体尺寸：22 x 21 x 10.5 厘米,Tonflasche mit zwei Henkeln; handgetöpfert; auf offenem Feuer gebrannt,有两个把手的粘土瓶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825369/tonflasche,https://recherche.smb.museum/images/79/792814_1200x1200.jpg
4160,Tontasse,粘土杯,中国,um 1970,1970年左右,"Ton, poliert",粘土，抛光,Ethnologisches Museum,民族学博物馆,"Höhe: 8 cm,Durchmesser: 10 cm",高：8厘米，直径：10厘米,Tasse; handgetöpfert; auf offenem Feuer gebrannt,杯子;手工陶器；在明火上烧毁,https://id.smb.museum/object/825366/tontasse,https://recherche.smb.museum/images/79/792812_1200x1200.jpg
4161,Tonkrug,粘土壶,中国,um 1970,1970年左右,"Ton, poliert, bemalt",粘土，抛光，涂漆,Ethnologisches Museum,民族学博物馆,"Höhe: 20 cm,Durchmesser: 20 cm",高：20厘米，直径：20厘米,Tonkrug mit zwei Henkeln; handgetöpfert; auf offenem Feuer gebrannt,有两个把手的粘土壶；手工陶器；在明火上烧毁,https://id.smb.museum/object/825367/tonkrug,https://recherche.smb.museum/images/79/792813_1200x1200.jpg
4162,zheng (guzheng),古筝,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/257023/zheng-guzheng,https://recherche.smb.museum/images/34/3466116_1200x1200.jpg
4163,pipa,撒尿,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/256237/pipa,https://recherche.smb.museum/images/34/3466501_1200x1200.jpg
4164,"""Ohr""",“耳朵”,中国,,,Plastik,塑料,Ethnologisches Museum,民族学博物馆,"Länge: 7,5 cm,Breite: 4,5 cm",长：7.5厘米，宽：4.5厘米,Akupunkturmodell. Ohr,针灸模型。耳朵,https://id.smb.museum/object/137384/ohr,https://recherche.smb.museum/images/86/864143_1200x1200.jpg
4165,Vogel auf einem entlaubten Baum,光秃秃的树上的鸟,中国,20. Jahrhundert datiert 1975,1975 年的 20 世纪,"Hängerolle, Tusche und Farbe auf Papier",水墨设色纸本立轴,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite: 82,3 x 50,7 cm",高度 x 宽度：82.3 x 50.7 厘米,,,https://id.smb.museum/object/2261373/vogel-auf-einem-entlaubten-baum,https://recherche.smb.museum/images/51/5191878_1200x1200.jpg
4166,"""Ohr""",“耳朵”,中国,,,Kunststoff,塑料,Ethnologisches Museum,民族学博物馆,"Objektmaß: 7,4 x 4,5 x 2,3 cm,Gewicht: 18 g",物体尺寸：7.4 x 4.5 x 2.3 厘米，重量：18 克,Akupunkturmodell.Ohr,针灸模型.耳,https://id.smb.museum/object/137385/ohr,https://recherche.smb.museum/images/86/864146_1200x1200.jpg
4167,Apothekenabgabegefäß aus Keramik,陶瓷配药容器,中国,,,Keramik,陶瓷,Ethnologisches Museum,民族学博物馆,Höhe x Breite: 5 x 3 cm,高度 x 宽度：5 x 3 厘米,Arznei Abgabegefäß. In Form einer Flachvase weißgrauer Untergrund mit Päonien.,药物分配容器。以扁平花瓶的形式，白灰色背景，牡丹。,https://id.smb.museum/object/137227/apothekenabgabegefass-aus-keramik,https://recherche.smb.museum/images/59/598411_1200x1200.jpg
4168,Paar Porzellanschälchen mit Drachendekor,龙纹瓷碗一对,中国,Qing-Dynastie Kangxi-Ära,清康熙年间,,,Museum für Asiatische Kunst,亚洲艺术博物馆,,,[SM8HF],[SM8HF],https://id.smb.museum/object/2397440/paar-porzellanschalchen-mit-drachendekor,https://recherche.smb.museum/images/56/5691704_1200x1200.jpg
4169,Unterkörper eines Bodhisattva,菩萨下半身,中国,,,"Holz, geschnitzt",木头，雕刻的,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 14 x 8 x 3 cm,Gewicht: ca. 0,1 kg",高 x 宽 x 深：14 x 8 x 3 厘米，重量：约 0.1 公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1939805/unterkorper-eines-bodhisattva,https://recherche.smb.museum/images/58/5845898_1200x1200.jpg
4170,Apothekenabgabegefäß aus Keramik,陶瓷配药容器,中国,,,Keramik,陶瓷,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 5 x 5,3 cm",高度 x 宽度：5 x 5.3 厘米,"Arznei Abgabegefäß in Form eines Bocksbeutels.
Farbe braun - weiß. Mit Bodenschrift.","袋子形式的药物分配容器。
 颜色棕色 - 白色。有底写。",https://id.smb.museum/object/137299/apothekenabgabegefass-aus-keramik,https://recherche.smb.museum/images/59/598473_1200x1200.jpg
4171,"Getrocknete Seepferdchen (Heilmittel, Medizin)",干海马（疗法、药物）,中国,20. Jh.(2. Hälfte des),20. Jh.(2. Hälfte des),Haut,皮肤,Ethnologisches Museum,民族学博物馆,"Länge: 1) 10,5 cm,Länge: 2) 9,1 cm,Länge: 3) 10,5 cm,Länge: 4) 10 cm,Länge: 5) 8 cm,Länge: 6) 5,5 cm,Länge: 7) 6,5 cm,Länge: 8) 8,3 cm,Länge: 9) 9,5 cm","长度: 1) 10.5 厘米, 长度: 2) 9.1 厘米, 长度: 3) 10.5 厘米, 长度: 4) 10 厘米, 长度: 5) 8 厘米, 长度: 6) 5.5 厘米, 长度: 7) 6.5 厘米, 长度：8) 8.3 厘米，长度：9) 9.5 厘米",9 kleine Seepferdchen,9只小海马,https://id.smb.museum/object/137614/getrocknete-seepferdchen-heilmittel-medizin,https://recherche.smb.museum/images/45/4564936_1200x1200.jpg
4172,Huang Tianba,黄天霸,中国,dat. 1941 20. Jh.,1941 年 20 世纪,"Hängerolle, Tusche und Farben auf Papier",水墨设色纸本立轴,Museum für Asiatische Kunst,亚洲艺术博物馆,"Bildmaß: 67,7 x 35,4 cm,Höhe x Breite: 208 x 52,4 cm (ohne Knäufe),Höhe x Breite: 208 x 61,5 cm (mit Knäufen)",图像尺寸：67.7 x 35.4 厘米，高 x 宽：208 x 52.4 厘米（不含旋钮），高 x 宽：208 x 61.5 厘米（含旋钮）,,,https://id.smb.museum/object/2260504/huang-tianba,https://recherche.smb.museum/images/51/5188928_1200x1200.jpg
4173,Ginsengwurzel,人参根,中国,"Volksrepublik China, um 1995",中华人民共和国，1995年左右,Ginsengwurzel in Alkohol,酒精中的人参根,Ethnologisches Museum,民族学博物馆,"Höhe x Durchmesser: Behälter: 69 x 20 cm,Gewicht: ca. 15,4 kg",高度 x 直径：容器：69 x 20 厘米，重量：约 15.4 千克,,,https://id.smb.museum/object/138287/ginsengwurzel,https://recherche.smb.museum/images/59/598572_1200x1200.jpg
4174,Apothekenschrank (Mittelteil links),药房柜（左边中间部分）,中国,,,Holz,木头,Ethnologisches Museum,民族学博物馆,"Objektmaß: 78 x 131 x 39 cm,Objektmaß: 245,5 x 339,5 x 39 cm (Schrankwand gesamt I D 42029-42037)",物体尺寸：78 x 131 x 39 厘米，物体尺寸：245.5 x 339.5 x 39 厘米（总柜壁 ID 42029-42037）,Mittelteil zur Chinesischen Apotheke. Teile 2-17 Schubläden,中药店的中间部分。第 2-17 部分抽屉,https://id.smb.museum/object/140689/apothekenschrank-mittelteil-links,https://recherche.smb.museum/images/49/497118_1200x1200.jpg
