artifactName,country,relicTime,material,library,size,description,moreUrl,imageUrl
Beamtenhut,中国,20. Jh.,Karton; Seide,Ethnologisches Museum,"Objektmaß: H: 7,3cm; B: 14cm; Umfang: 18cm","Zur Stockpuppe: Zweiteilig aus Pappmache, mit schwarzer Seide bezogen. Das Vorderteil ist in seitliche Ösen des erhöhten Hinterteils gesteckt. Am Hinterkopf zwei seitlich an Stielen herauswragende runde Flügel, die durchbrochen gearbeitet sind. Getragen von Beamten mit komischem Charakter.",https://id.smb.museum/object/133562/beamtenhut,https://recherche.smb.museum/images/25/2577124_1200x1200.jpg
Stockpuppe,中国,20. Jh.,Holz,Ethnologisches Museum,"Objektmaß: KL: 12cm; KB: 5,8cm","Männlicher Darsteller in der Rolle eines alten Helden ""Laosheng"". Der Kopf ist aus Holz mit Fassung, schwarz gemalt und mit einem schwarzen Band umwunden. Das Gesicht ist goldgelb gemalt und mit Falten. Die Augen und buschigen Brauen sind schwarz.
Eintrag im historischen Hauptkatalog.: ""Stockpuppe: Gottheit, ältere. Kopf aus Holz mit Fassung mit angearbeitetem Hals und Schultern. Hände an Führstäben und durch Stoffrechteck am Hals befestigt. Gesicht freundlich ernst, goldgelb mit Falten. Haare schwarz.""",https://id.smb.museum/object/133526/stockpuppe,https://recherche.smb.museum/images/24/2402990_1200x1200.jpg
"""junge Studenten""",中国,20. Jh.,Seide; mehrere Glasperlen,Ethnologisches Museum,"Objektmaß: L: 43,5cm; B: 61,5cm","Gewand aus hellblauer Seide mit weißem Schalkragen, mit Perlen bestickt. Auf dem Kleid sind Blumen- und Maändermuster. Das Gewand ist für jungen Studenten.",https://id.smb.museum/object/133616/junge-studenten,https://recherche.smb.museum/images/23/2334902_1200x1200.jpg
Stockpuppenhelm,中国,20. Jh.,"Glasperlen; Karton, Seidenfransen",Ethnologisches Museum,Objektmaß: H: 21cm; B: 11cm; Umfang: 22cm,"Aus Pappmache, Kopfteil und Stirnverzierung getrennt gearbeitet. Ornamente aufgespritzt und aufgesetzt. Grundfarbe grün und rot, teilweise goldbronziert. Spitze aus rotem Karton, darunter rote Seidenfransen. Drachen- und Flügelornamente an Drahtspiralen ebenso der rote und grüne Ponpons. Über der Stirn ist eine blaue Glasscheibe eingelassen. Von den Seiten laufen gelbe Seidenquasten an Drahthaken herab. Am Hinterkopf 2 hochstehend gebogene Flügel. Helm für eine Heerführeer. Getragen von I D 37 000.",https://id.smb.museum/object/133548/stockpuppenhelm,https://recherche.smb.museum/images/25/2596469_1200x1200.jpg
Tisch,中国,Qing (Mandschu)-Dynastie (Ende),Holz; Stein / Kantonware,Ethnologisches Museum,"Höhe x Durchmesser: 81,5 x 108 cm",,https://id.smb.museum/object/134059/tisch,https://recherche.smb.museum/images/36/3687938_1200x1200.jpg
Stockpuppengewand,中国,20. Jh.,Seide,Ethnologisches Museum,Objektmaß: L: 47cm; B: 71cm,"Gewand aus gelber Seidesatin mit weissem Schalkragen, seitlich vierfach durch Bindeschnüre geschlossen. Seiten weit geschlitzt. Weisse ""Wasserärmel"" und das Gewand auch wess gefüttert. Gewand für Durchschnittsbürger oder Priester.",https://id.smb.museum/object/133642/stockpuppengewand,https://recherche.smb.museum/images/25/2596455_1200x1200.jpg
Hauptfigur: 文神 Wenshen,中国,Qing (Mandschu) –Dynastie (Ende),,Ethnologisches Museum,"Bemalte Bildfläche: 81,5 x 53,5 cm,Bildmaß: 140 x 77 cm",Nach Rückführung aus Leningrad (1977) bzw. Leipzig (1992) ikonografisch noch nicht bearbeitet.,https://id.smb.museum/object/132494/hauptfigur-%E6%96%87%E7%A5%9E-wenshen,https://recherche.smb.museum/images/32/3286209_1200x1200.jpg
Stockpuppengewand,中国,20. Jh.,Seide; Baumwollstoff,Ethnologisches Museum,"Länge: 42 cm,Breite: 71 cm","Aus weicher orangefarbener Seide, mit weissem Baumwollstoff gefüttert, Schalkragen und Vorstoß aus weisser Seide. Weisse ""Wasserärmel"" aus Baumwollstoff. geand für Durchschnittsbürger und Priester. Getragen von I D 37315.
Eintrag im historischen Hauptkatalog: "".... Überwurf für Kaiser oder hohe Priester.""",https://id.smb.museum/object/133639/stockpuppengewand,https://recherche.smb.museum/images/24/2463749_1200x1200.jpg
Zierkragen für Feste,中国,Qing (Mandschu) –Dynastie (Mitte),Stoff; Technik: Stickerei,Ethnologisches Museum,Höhe x Breite: 84 x 73 cm,,https://id.smb.museum/object/134067/zierkragen-fur-feste,https://recherche.smb.museum/images/30/3006634_1200x1200.jpg
Lama der Gelugpa,中国,"Qing (Mandschu) -Dynastie, vor 1890",,Ethnologisches Museum,"Bildmaß: 74 x 50 cm,Blattmaß: 123,5 x 71,0 cm",,https://id.smb.museum/object/132497/lama-der-gelugpa,https://recherche.smb.museum/images/32/3289090_1200x1200.jpg
Stockpuppengewand,中国,20. Jh.,Atlas-Seide,Ethnologisches Museum,Höhe x Breite: 43 x 74 cm,"Gewand aus blauem Seidenatlas und ist farbig reich bestickt mit Seide in Drachen und Meereswellen. Weisse ""Wasserärmel. Weiss gefüttert mitBaumwollstoff. Stark geflickt. Gewand für Beamte mit grobem und geradem Charakter. Getragen von I D 36 995.",https://id.smb.museum/object/135525/stockpuppengewand,https://recherche.smb.museum/images/25/2577120_1200x1200.jpg
Bodhissattva,中国,Tang-Dynastie,Stein,Ethnologisches Museum,Objektmaß: H: 28 cm,"Kopf eines Bodhissattva. Krone mit kleiner Buddhafigur, am Hals abgeschlagen.",https://id.smb.museum/object/135773/bodhissattva,https://recherche.smb.museum/images/27/2721295_1200x1200.jpg
Stockpuppengewand,中国,20. Jh.,Satin-Seide,Ethnologisches Museum,Objektmaß: L: 45cm; B: 65cm,"Das Oberteil besteht aus kirschrotem Seidesatin, vorn zu schließen, ohne Kragen.Es ist bestickt mit Blumen und Meereswellen. Am Hals eine aufgesetzte violette Passe, ebenfalls bestickt und grün eingefasst. Die weiten Ärmel aus bestickten farbigen Streifen. Die Rückseite des Oberteils ist mit 2 Phönixen und Blumen bestickt. Der angesetzte Rock ist aus lila Seide, hat einen Gürtel aus rosa Webborte. Von ihm hängen in 2 Etagen färbige bestickte Bänder herab. Das Oberteil ist mit weissem Baumwollstoff gefüttert. Gewand für Hofdamen. Getragen von I D 37 008.",https://id.smb.museum/object/135703/stockpuppengewand,https://recherche.smb.museum/images/23/2335294_1200x1200.jpg
Guanyin mit Kind,中国,Qing (Mandschu) –Dynastie (Mitte),"Porzellan, blau glasiert",Ethnologisches Museum,"Objektmaß: 50,5 x 21 x 12 cm","Stehende Guanyin mit Kind. Türkisblaue Glasur. Kopfputz ergänzt.
Die manufakturbezogene Herkunftsbestimmung  ist noch nicht erfolgt.",https://id.smb.museum/object/135829/guanyin-mit-kind,https://recherche.smb.museum/images/32/3206994_1200x1200.jpg
Stockpuppengewand,中国,20. Jh.,Baumwollstoff; Seide,Ethnologisches Museum,"Länge: 34 cm,Breite: 52 cm","Mantel aus schwarzem Baumwollstoff mit bräunlichem Baumwollfutter. Kaftanform, vorn zweifach durch Bänder zu schließen, mit weiss-seidenem Schalkragen. In bunten Seiden bestickt mit Blumen und Kürbissen. Gewand für vornehme Leute. Getragen von I D 37 011.
Eintrag im historischen Hauptkatalog.: ""Gewand für Stockpuppe: Galamantel aus schwarzer Seide, Baumwollfutter, bestickt, vorn zu schließen, weißer Schalkragen. Für junge hochgestellte Dame.""",https://id.smb.museum/object/135765/stockpuppengewand,https://recherche.smb.museum/images/23/2386192_1200x1200.jpg
"Buddha mit den ""500 Lohans""",中国,Qing (Mandschu) –Dynastie (Mitte),"Porzellan, polychrom bemalt",Ethnologisches Museum,"Höhe x Durchmesser: 31 x 12,8 cm",,https://id.smb.museum/object/136024/buddha-mit-den-500-lohans,https://recherche.smb.museum/images/30/3022999_1200x1200.jpg
Reibschale aus Porzellan (Apothekengerät),中国,"Republik China, dat. 1919",Porzellan mit Blau-Weiß-Glasur,Ethnologisches Museum,"Objektmaß: H: 7,5 cm,Objektmaß: D: 21,8 cm","Dickwandige Schale mit Päniendekor. Im Bodenrund beschriftet und datiert:
Horizontal: 民國八年 (8. Jahr der Republik=1919), darunter vertikal:  同春薬局　(Apotheke, die den Frühling allen zuteil werden läßt).
Publ. Unschuld, Paul U., Huichun..., München/Berlin, 1995, S. 155",https://id.smb.museum/object/136443/reibschale-aus-porzellan-apothekengerat,https://recherche.smb.museum/images/59/598277_1200x1200.jpg
"Donnerkeil (""Vajra"")",中国,19. Jahrhundert,Bronze,Ethnologisches Museum,"Objektmaß: 14 x 3,7 x 3,7 cm,Gewicht: 157 g","Diamantszepter (skt. vajra, tib. dorje). Der Vajra, dessen Form vom Donnerkeil des vedischen Gottes Indra stammt, gilt als das wichtigste Symbol des tibetischen Buddhismus. Als dynamisches männliches Prinzip steht er für die „Methode“ der Erkenntnis (upaya). Zusammen mit dem gegensätzlichen Prinzip der passiven weiblichen Glocke (skt. ghanta) bildet er die ultimative Wahrheit, die zur Erleuchtung führt. SM8HF",https://id.smb.museum/object/136351/donnerkeil-vajra,https://recherche.smb.museum/images/54/5456985_1200x1200.jpg
Stockpuppengewand,中国,20. Jh.,Atlas-Seide,Ethnologisches Museum,Objektmaß: L: 44cm; B:65cm,"Gewand aus grünem SEidenatlas mit weiten Ärmeln und weissen ""Wasserärmeln"" aus baumwollstoff. Seitlich dreifach durch Bändchen zu schliessen.Mit Seitenschlitzen, gelbseidenem Vorstoss. Weisser Stehkragen und roter Schulterkragen aus Baumwollstoff. Mit rosa Baumwollstoff gefüttert. Reich mit farbigen Seiden bestickt. Unten Felsen und Meereswellen und Päonien, darüber in der Mitte ein sich zusammenrollender Drache. Auf den ärmeln je eine Blume. Hofgewand für treuherzige, rotgesichtige Generäle. Getragen von I D 36 994.",https://id.smb.museum/object/135524/stockpuppengewand,https://recherche.smb.museum/images/25/2577119_1200x1200.jpg
Stoffpuppengewand,中国,20. Jh.,"Glasperlen, Seide; Baumwollstoff",Ethnologisches Museum,"Objektmaß: L: 50,5cm; B. 59cm",Jacke und Rock zusammengenäht. jacke aus roter mit Blumen und Phönixen gestickter Seide. Schulterbereich mit Glasperlengehängen bestickt. Der Rock ist mit 42 in sich gemusterter Stickerei Bänden genäht. Gewand für Hofdamen.,https://id.smb.museum/object/135704/stoffpuppengewand,https://recherche.smb.museum/images/24/2402991_1200x1200.jpg
Zinnkanne mit Einsätzen,中国,,Zinn,Ethnologisches Museum,"Objektmaß: H: 23 cm,Objektmaß: D: 12,3 cm","Zinnkanne mit verschiedenen Einsätzen.Auf der Wandung eingraviertes Motiv: Vögel,Blumen und Inschrift. ( 7-teilig,komplett?)",https://id.smb.museum/object/136549/zinnkanne-mit-einsatzen,https://recherche.smb.museum/images/49/497254_1200x1200.jpg
Pistill,中国,,Porzellan,Ethnologisches Museum,"Objektmaß: L: 10,7 cm",,https://id.smb.museum/object/136761/pistill,https://recherche.smb.museum/images/59/598289_1200x1200.jpg
Arhat Kalika,中国,Qing (Mandschu) -Dynastie,Stoff; Papier,Ethnologisches Museum,"Objektmaß: L: Bild 61,5 cm,Objektmaß: L: Gesamt 131,5 cm,Objektmaß: B: Bild 42,5,Objektmaß: B: Gesamt 66",,https://id.smb.museum/object/136617/arhat-kalika,https://recherche.smb.museum/images/10/1017934_1200x1200.jpg
Apothekerwaage mit Holzkasten,中国,Republik China,Holz - Bein; Messing (Waage),Ethnologisches Museum,"Länge: 21 cm (Waage),Länge x Breite: 25,5 x 8 cm (Kasten)","Publ. in: Unschuld, Paul U., Huichun, München/Berlin, 1995, S.156 (mit Kurzbeschreibung).",https://id.smb.museum/object/137396/apothekerwaage-mit-holzkasten,https://recherche.smb.museum/images/49/497839_1200x1200.jpg
Stockpuppengewand,中国,20. Jh.,Satin-Seide,Ethnologisches Museum,Objektmaß: L: 43cm; B: 65cm,"Mantel aus rotem Seidensatin mit Stehkragen, wird seitlich dreifach durch Bindeschnüre geschlossen. An den Seiten geschlitzt, mit Lilavorstössen und weissen ""Wasserärmeln"". Auf Brust und Rücken ein gesticktes Rangquadrat mit Pfauen(?). Offizieller Gewand für Beamte mittlerer Klasse. Getragen von I D 36 975.",https://id.smb.museum/object/135997/stockpuppengewand,https://recherche.smb.museum/images/25/2577121_1200x1200.jpg
Arzneigefäß,中国,,Keramik,Ethnologisches Museum,"Objektmaß: H: 4,7 cm,Objektmaß: B: 4 cm",,https://id.smb.museum/object/137259/arzneigefass,https://recherche.smb.museum/images/49/497648_1200x1200.jpg
木造遊輪 ....Muzao yulun yangbe,中国,ca.  1915,Bemalter Holzrumpf mit Baumwollsegel,Ethnologisches Museum,"Länge: 74 cm,Höhe x Breite: 72 x 13 cm","Dieses Segelschiff ist ein Fracht-Passagierschiff. Es wird vorwiegend auf Flüssen und Strömen benutzt. Bei Flaute wird es durch die Ruder (Riemen) fortbewegt. Bug und Heck sind nach oben geschwungen. Das Vorschiff ist frei und wird als Ruderplatz sowie zur Frachtübernahme benutzt. Im Heck ist das Ruderhaus, welches durch ein Dach über dem Platz des Rudergängers die Kajüte verbindet. Das Steuerruder am Heck des Schiffes ist rechteckig. Besteigen und die Frachtübernahme geschieht vom Vorschiff aus. Das Schiff  ist flach und ohne Kiel gebaut und hat daher geringen Tiefgang. Die beiden großen Riemen (Ruder) liegen längs des Schiffes. Der Mast ist durchgehend aus einem Stück gefertigt. Das Segel, ca. 60 cm lang, 25 cm breit, hat die Form eines langen senkrechten Rechteckes, es wird durch 10 Querhölzer verstärkt.",https://id.smb.museum/object/742992/%E6%9C%A8%E9%80%A0%E9%81%8A%E8%BC%AA-----muzao-yulun-yangbe,https://recherche.smb.museum/images/25/2569478_1200x1200.jpg
"Getrocknete Geckos (Heilmittel, Medizin)",中国,Volksrepublik China,Geckohaut,Ethnologisches Museum,Länge x Breite: 26 x 15 cm,,https://id.smb.museum/object/137596/getrocknete-geckos-heilmittel-medizin,https://recherche.smb.museum/images/86/864155_1200x1200.jpg
Apothekenwerbetafel,中国,20. Jh.(2. Hälfte des),"Holz; Urushi (Lack), Pigmente",Ethnologisches Museum,"Objektmaß: 110 x 52,5 x 3 cm,Gewicht: 6,4 kg","Straßenaushängeschild einer Apotheke namens　回 春堂 (Huichun tang=Apotheke zur Rückkehr in den Frühling)., publiziert 1995/96",https://id.smb.museum/object/828449/apothekenwerbetafel,https://recherche.smb.museum/images/81/810179_1200x1200.jpg
Feldzug gegen Formosa,中国,Qianlong-Periode,Kupfer,Ethnologisches Museum,"Objektmaß: H: 59 cm/B: 95 cm,Gewicht: 14,5 kg",Elfte Kupferdruckplatte aus der Taiwan Kampagne 1787-1788: Die Überquerung des Meeres und siegreiche Rückkehr ( 渡海凯旋 Crossing the ocean and triumphant return) [SM8HF],https://id.smb.museum/object/148636/feldzug-gegen-formosa,https://recherche.smb.museum/images/25/2552_1200x1200.jpg
Schwebender Stein. Amoy.,中国,Qing (Mandschu) –Dynastie (Ende),Präsentationsform: auf Karton (Fototafel); Albumin,Ethnologisches Museum,"Bildformat (Foto): 17,5 x 23,4 cm,Kartonformat (Foto): 21 x 29,7 cm",,https://id.smb.museum/object/782083/schwebender-stein--amoy,https://recherche.smb.museum/images/48/4811940_1200x1200.jpg
Pagode bei Shanghai,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Kartonformat (Foto): 20,8 x 27,3 cm,Bildformat (Foto): 20,3 x 24,2 cm",,https://id.smb.museum/object/780966/pagode-bei-shanghai,https://recherche.smb.museum/images/29/2993556_1200x1200.jpg
Amulett,中国,19. Jahrhundert,Bemaltes Holz mit Messingeinfassung,Ethnologisches Museum,"Objektmaß: 7,5 x 10 x 2,3 cm,Gewicht: 106 g","Amulett (tib. gau). Nach tibetischer Tradition spenden Amulettbehälter Schutz und Segen. Sie sind Teil des täglichen Schmucks der tibetischen Frauen, von Männern werden sie meist nur auf Reisen getragen. Sie enthalten unterschiedliche Reliquien wie kleine Kultfiguren oder Tonmodelabdrücke mit der Darstellung buddhistischer Heiliger, Knochenteile oder Stoffreste der Gewänder verstorbener religiöser Lehrer, Heilkräuter, geweihte Samenkörner oder religiöse Texte. SM8HF",https://id.smb.museum/object/136369/amulett,https://recherche.smb.museum/images/55/5575766_1200x1200.jpg
Aufnahme der Steinplatte I D 27097,中国,Aufnahme: um 1927,,Ethnologisches Museum,"Höhe: gesamt: 11,9 cm,Breite: 17,9 cm",,https://id.smb.museum/object/1035130/aufnahme-der-steinplatte-i-d-27097,https://recherche.smb.museum/images/15/1589906_1200x1200.jpg
chin. 帆船模型  (fan chuan moxing),中国,1886,"Holz, Urushi, Textil",Ethnologisches Museum,Objektmaß: 84 x 84 x 44 cm,"Karteikarte : ""Modell einer Dschunke, mit 4 Masten und schwarzen Segeln. Schiffsleib gelb, Deckaufbauten rotbraun.
Inschrift am Heck, Übersetzung: Handelsschiff aus der Gegend südlich des Yang-tse-kiang. Serie eins, Nummer 5. -Reederei (oder Reeder) Ieh Yung-hsing.""",https://id.smb.museum/object/1028352/chin--%E5%B8%86%E8%88%B9%E6%A8%A1%E5%9E%8B--fan-chuan-moxing,https://recherche.smb.museum/images/25/2593817_1200x1200.jpg
Beamtenfigur mit Rindskopf (aus einem Tierkreis-Zyklus),中国,Qing (Mandschu) –Dynastie (Mitte),Porzellan,Ethnologisches Museum,"Objektmaß: 19,5 x 7,6 x 7 cm,Gewicht: ca. 0,4 kg",,https://id.smb.museum/object/1453592/beamtenfigur-mit-rindskopf-aus-einem-tierkreis-zyklus,https://recherche.smb.museum/images/28/2845161_1200x1200.jpg
Titeltext und zwei Tsagli als Vorspann einer Sutra,中国,19. Jh.,Holzträger mit Seidenstoff und bemalter Papiereinlage,Ethnologisches Museum,"Länge x Breite x Höhe: 19,7 x 51,8 x 1,2 cm","Dieser Buchdeckel mit dem Titeltext und Vorspann einer Sutra ist mit Seidenbrokat eingefasst. Neben dem Text befinden sich zwei 2 Miniaturen (tsagli). Buchdeckel dieser Art wurden nur für ganz besondere Schriften, wie tantrische Ritualtexte oder Biographien verwendet. Man verfasste sie, so wie hier, auf schwarzgrundiertem, handgeschöpftem Papier mit goldenen, handgeschriebenen Buchstaben.

Tibetisch-religiöse Schriften gelten als eine Verkörperung von Weisheit. Wer nicht selbst lesen kann, kann diese Weisheit durch verschiedene andere Handlungen „aufnehmen“. So z.B. durch das Drehen von Gebetsmühlen, in denen Texte eingerollt sind, die bei jeder Drehung als „wie gesprochen“ angesehen werden. Auch durch einfaches Berühren eines Buches mit der Stirn oder indem man unter ein Bücherregal hindurchkriecht, erhält der Gläubige den Segen des Wissens der Bücher. 

Schrifttum und Sprache
Die wichtigsten Schriften im tibetischen Buddhismus sind der Kanjur (die Lehren Buddhas) in 108 Bänden und der Tanjur (Schriften von Gelehrten) in 224 Bänden. Sie wurden handschriftlich und ab dem 14. Jh. auch im Blockdruckverfahren hergestellt. Das Tibetische gehört zu den tibeto-burmesischen Sprachen. Auf Basis einer alten indischen Schrift entwickelt um 632 n.Chr. ein hoher Minister, Thönmi Sambhota, das tibetische Alphabet, mit 30 Konsonanten und fünf Vokalen. SM8HF",https://id.smb.museum/object/147504/titeltext-und-zwei-tsagli-als-vorspann-einer-sutra,https://recherche.smb.museum/images/11/1119808_1200x1200.jpg
伏羲 方 圆 掛 図 (chin.Fuxi fang yuan gua tu) Rechteckige und runde Zeichnungen der Acht Trigramme des sagenhaften Kaisers Fuxi,中国,"Ming-Dynastie, dat.1612",Bronze,Ethnologisches Museum,"Durchmesser: 26 cm,Höhe: 1,5 cm","Die Inschrift auf dem Spiegel lautet: „Rechteckige und runde Zeichnungen der Acht-Diagramme von dem sagenhaften Kaiser Fuxi. Von Xue Maosong im Verwaltungskreis Wuxing gegossen. Im Frühling 1612 hergestellt. Geschrieben von Sun Jingshu in Mittel-Fujian.

Bronzespiegel gab es in China schon vor Christi Geburt. Dem Volksglauben zufolge macht der Spiegel Geister sichtbar, und bis heute gibt es so genannte Zauberspiegel, auf deren Rückseite eigentümliche Muster abgebildet sind, wie Götter, Tiere, Blumen, Pflanzen und auch  Hexagramme. Daoistische Priester verwenden solche Bronzespiegel bei Ritualen, um böse Geister zu vertreiben.
Der sagenumwobene chinesische Kaiser Fuxi (vor 3.000 v. Chr.) soll die Acht-Diagramme des Yijing erfunden haben, obwohl man dieses ""Buch der Wandlungen"" erst dem Grafen von Zhou zuschrieb. 
Die Acht-Diagramme Bagua sind die Grundformen des ""Buches der Wandlungen Yijing "". Sie bestehen aus ungebrochenen (männlichen) und gebrochenen( weiblichen) Linien; jeweils drei Linien bilden ein Diagramm, das je nach seiner Zusammensetzung Himmel, Erde, Wasser, Feuer, Feuchtigkeit, Wind, Donner, oder Berge symbolisiert. Durch Potenzierung der acht Diagramme werden Hexagramme gebildet, d.h. jedes der Hexagramme besteht aus zwei übereinander liegenden Diagrammen. Diese 64 verschiedenen Bildzeichen bilden gewissermaßen den Text, der dem Orakelbuch Yijing zugrunde liegt. Chinesische Wahrsager und Geomanten verwenden oft solche Geräte - kombiniert auch oft mit den Fünf-Elementen, ""Wuxing, Wasser, Feuer, Baum, Metall oder Erde - um Schicksale zu deuten und um diese bei der Wahl von Bauplätzen oder Grabstellen zu Rate zu ziehen. (S.Wu, Berlin, 2006)",https://id.smb.museum/object/850477/%E4%BC%8F%E7%BE%B2-%E6%96%B9-%E5%9C%86-%E6%8E%9B-%E5%9B%B3-chin-fuxi-fang-yuan-gua-tu-rechteckige-und-runde-zeichnungen-der-acht,https://recherche.smb.museum/images/10/1032517_1200x1200.jpg
Beamtenfigur mit Schlangenkopf (aus einem Tierkreis-Zyklus),中国,Qing (Mandschu) –Dynastie (Mitte),"Porzellan, Unterglasurblaudekor",Ethnologisches Museum,"Objektmaß: 19,3 x 7,5 x 6,7 cm,Gewicht: ca. 0,4 kg",Chinesische Tierkreisfigur: Schlange,https://id.smb.museum/object/1453476/beamtenfigur-mit-schlangenkopf-aus-einem-tierkreis-zyklus,https://recherche.smb.museum/images/28/2846726_1200x1200.jpg
Beamtenfigur mit Hasenkopf (aus einem Tierkreis-Zyklus),中国,Qing (Mandschu) –Dynastie (Mitte),Porzellan,Ethnologisches Museum,"Objektmaß: 20,7 x 7 x 6,5 cm,Gewicht: ca. 0,4 kg",,https://id.smb.museum/object/1453593/beamtenfigur-mit-hasenkopf-aus-einem-tierkreis-zyklus,https://recherche.smb.museum/images/28/2846723_1200x1200.jpg
"""Die Legende der Weißen Schlange""  白蛇蛇前本",中国,,"Papier, Tusche, Farben",Ethnologisches Museum,"Höhe: ca 32 cm,Breite: ca. 52 cm",Acht Einzelszenen,https://id.smb.museum/object/1066831/die-legende-der-weissen-schlange--%E7%99%BD%E8%9B%87%E8%9B%87%E5%89%8D%E6%9C%AC,https://recherche.smb.museum/images/33/3341357_1200x1200.jpg
Votivtafel mit stehendem Buddha,中国,6. Jh.,Farben auf Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 30,4 x 11,7 x 1,3 cm",[SM8HF],https://id.smb.museum/object/981774/votivtafel-mit-stehendem-buddha,https://recherche.smb.museum/images/12/1253225_1200x1200.jpg
Dichter,中国,"Volksrepublik China, vor 1958",Biskuit-Porzellan,Ethnologisches Museum,"Höhe: 29,5 cm",,https://id.smb.museum/object/135827/dichter,https://recherche.smb.museum/images/32/3266279_1200x1200.jpg
Balken,中国,10./11. Jh.,Farbe auf Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 12 x 157,2 x 15,2 cm,Gewicht: 10,8 kg",[SM8HF],https://id.smb.museum/object/1818231/balken,https://recherche.smb.museum/images/45/4503285_1200x1200.jpg
Bodhisattva Samantabhadra (?),中国,5. Jh.,"Holz, geschnitzt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 9,8 x 4,8 x 1,5 cm,Höhe x Breite x Tiefe: 12 x 7,3 x 4,5 cm (mit Sockel),Sockel: 2 x 7,3 x 4,5 cm,Gewicht: < 0,1 kg (mit Sockel)",[SM8HF],https://id.smb.museum/object/1928268/bodhisattva-samantabhadra,https://recherche.smb.museum/images/58/5843985_1200x1200.jpg
Bohnenquark-Herstellung.,中国,,Seide,Ethnologisches Museum,"Objektmaß: H: 11,5 cm,Objektmaß: B: 15,7 cm",Herstellung von Bohnenquark,https://id.smb.museum/object/138932/bohnenquark-herstellung,https://recherche.smb.museum/images/59/597971_1200x1200.jpg
Balken,中国,10./11. Jh.,Farbe auf Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 12 x 106 x 15 cm,Gewicht: 5,3 kg",[SM8HF],https://id.smb.museum/object/1818235/balken,https://recherche.smb.museum/images/45/4503295_1200x1200.jpg
鳥食罐 (niaoshi guan),中国,20. Jh.(1. Hälfte des) ?,"Porzellan, Pigmente",Ethnologisches Museum,"Höhe: 4 cm,Durchmesser: 3,5 cm",,https://id.smb.museum/object/136579/%E9%B3%A5%E9%A3%9F%E7%BD%90-niaoshi-guan,https://recherche.smb.museum/images/32/3212372_1200x1200.jpg
鳥食罐 (niaoshi guan),中国,Qianlong-Periode (?),"Porzellan, Pigmente (Eisenrot und blaue Emailfarbe ?)",Ethnologisches Museum,"Höhe x Durchmesser: 2,8 x 4,7 cm","Das kleine Gefäß zeigt einen fünfklauigen Drachen und trägt in Eisenrot im Boden die Marke i 乾龍年製 (Qianlong nianzhi, d.i.: hergestellt in der Qianlong-Zeit (1736-1795). Diese Datierung ist bislang  aus Mangel an publizierten Vergleichsstücken noch nicht bestätigt. Zum  kulturellen Umfeld der Kleinvogelhaltung in China vgl.:  Höhne, Wolfgang: Porzellan im Vogelbauer. Chinesische Kleinkunst aus der Blütezeit der Qing-Dynastie, Dresden/Basel (Verlag der Kunst), 1995. (Kommentar: Siegmar Nahser).",https://id.smb.museum/object/136580/%E9%B3%A5%E9%A3%9F%E7%BD%90-niaoshi-guan,https://recherche.smb.museum/images/32/3212373_1200x1200.jpg
Amulettbehälter,中国,19. Jahrhundert,Bemaltes Holzkästchen mit gefasstem Tonrelief,Ethnologisches Museum,"Objektmaß: 14,5 x 10 x 5,5 cm,Gewicht: 263 g","Amulettbehälter (tib. gau). Gaus sind kleine, meist aus Metall angefertigte Reisealtäre oder reichverzierte tragbare Amulettschreine, die mit einer Schnur am Hals getragen oder am Gürtel befestigt werden. Zentraler Bestandteil ist das Meditationsobjekt in Form einer kleinen Kultfigur, meist eine buddhistische Gottheit. Andere Reliquien können u.a. Knochenteile verstorbener religiöser Lehrer, Heilkräuter oder religiöse Texte sein. SM8HF",https://id.smb.museum/object/136451/amulettbehalter,https://recherche.smb.museum/images/55/5575760_1200x1200.jpg
Firma Bayer für Aspirin: 阿可四靈薬餅,中国,"Republik China, dat. 1935",Pappe; Folie,Ethnologisches Museum,"Objektmaß: H: 48 cm,Objektmaß: B: 34 cm","Werbeplakat der Firma Bayer für Aspirin. Verso Monatskalender für das Jahr 1935. Abgebildet  und kommentiert in: Unschuld, Paul: Huichun, München,  1995, S. 60, Abb. 68.",https://id.smb.museum/object/137547/firma-bayer-fur-aspirin-%E9%98%BF%E5%8F%AF%E5%9B%9B%E9%9D%88%E8%96%AC%E9%A4%85,https://recherche.smb.museum/images/59/598555_1200x1200.jpg
