id,artifactName,artifactName_Chinese,country,relicTime,relicTime_chinese,material,material_Chinese,library,library_Chinese,size,size_Chinese,description,description_Chinese,moreUrl,imageUrl,order_time
2616,Drachenrobe (jifu),龙袍（吉服）,中国,1800 - 1810,1800 - 1810,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Länge x Breite: max.: 143 x 209 cm,长 x 宽：最大：143 x 209 厘米,,,https://id.smb.museum/object/2352799/drachenrobe-jifu,https://recherche.smb.museum/images/54/5469278_1200x1200.jpg,
2626,Götterfigur,神图,中国,1800,1800,Bronze,青铜,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 62 cm,Objektmaß: B: 39,5 cm",物体尺寸：高：62 厘米，物体尺寸：宽：39.5 厘米,,,https://id.smb.museum/object/137751/gotterfigur,https://recherche.smb.museum/images/28/2883052_1200x1200.jpg,
2628,Porzellanschale,瓷碗,中国,1821 - 1851,1821 - 1851,Porzellan,瓷,Ethnologisches Museum,民族学博物馆,"Höhe x Durchmesser: 6,3 x 12 cm",高度 x 直径：6.3 x 12 厘米,,,https://id.smb.museum/object/1701952/porzellanschale,https://recherche.smb.museum/images/36/3688031_1200x1200.jpg,
2633,Schuhpaar für Herren,一双男鞋,中国,1840 (um),1840（左右）,"Leder, Baumwolle, Bastfaser, Seide",皮革、棉、麻纤维、丝绸,Ethnologisches Museum,民族学博物馆,"Länge: 25,5 cm,Höhe: 9 cm",长度：25.5 厘米，高度：9 厘米,1 Paar,一对,https://id.smb.museum/object/140630/schuhpaar-fur-herren,https://recherche.smb.museum/images/17/1703799_1200x1200.jpg,
2661,Becken-Paar,铙钹一对,中国,1850/1900,1850/1900,,,SIM | Musikinstrumenten-Museum,SIM |乐器博物馆,,,,,https://id.smb.museum/object/1108060/becken-paar,https://recherche.smb.museum/images/31/3185297_1200x1200.jpg,
2664,Teekanne,茶壶,中国,1877 - 1877,1877年-1877年,Zinn / Jade,锡/玉,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 7,5 cm,Objektmaß: B: 15,0 cm",物体尺寸：高：7.5 厘米，物体尺寸：宽：15.0 厘米,,,https://id.smb.museum/object/146162/teekanne,https://recherche.smb.museum/images/59/598033_1200x1200.jpg,
2665,Mützenknopf,帽按钮,中国,19. Jahrhundert,19世纪,Messing; Bergkristall,黄铜;水晶,Ethnologisches Museum,民族学博物馆,"Höhe x Durchmesser: 6,7 x 3,5 cm",高度 x 直径：6.7 x 3.5 厘米,"Hutknöpfe dieser Art dienten als Rangabzeichen der Beamten (Mandarin) zur Kaiserzeit Chinas. Jedem Beamten-Posten war ein bestimmter Rang zugeordnet. Es gab neun Basis-Ränge, nummeriert von 1 für den höchsten bis 9 für den niedrigsten Rang. Dieser Hutknopf aus Bergkristall war für&nbsp;Beamte der 6. Klasse.&nbsp; Die Hutknöpfe&nbsp;(auch als Juwel bezeichnet) befanden sich genau auf der Spitze der typischen runden Mandarinhüte und&nbsp;gehörten zur klassischen Amtstracht. Sie bestehen aus je einer Kugel aus echtem Edelstein wie Saphir oder Rubin, um Halbedelsteine wie Bergkristall, Lapislazuli und hellem Opal, aus farblosem oder gefärbtem Glas, Stein, Koralle, Elfenbein, Metall oder auch&nbsp;Silber. Einige sind auf kunstvoll gearbeiteten&nbsp;Metallsockeln angebracht.",这种帽扣在中华帝国时期被用作官员（普通话）的等级徽章。每个公务员职位都被分配了特定的等级。基本等级有九个，最高为1，最低为9。这颗水晶帽扣是六年级公务员的。帽扣（也称为珠宝）正好位于典型的圆形官帽的尖端，是经典官方服装的一部分。它们均由一个球体组成，球体由蓝宝石或红宝石等真正的宝石、水晶、青金石和浅蛋白石等半宝石、无色或有色玻璃、石头、珊瑚、象牙、金属甚至银制成。有些安装在精心制作的金属底座上。,https://id.smb.museum/object/146814/mutzenknopf,https://recherche.smb.museum/images/58/5881424_1200x1200.jpg,
2666,Tuschreibstein,墨书写石,中国,19. Jahrhundert,19世纪,Holz; Stein,木头;石头,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 2,6 cm, B: 9,4 cm, L: 12,2 cm",物体尺寸：高：2.6 厘米，宽：9.4 厘米，长：12.2 厘米,Reibstein (Tusche-) in Holzbehälter,木器内擦石（墨）,https://id.smb.museum/object/146779/tuschreibstein,https://recherche.smb.museum/images/59/598085_1200x1200.jpg,
2667,Medizinfigur,医学人物,中国,19. Jahrhundert,19世纪,Elfenbein-Zahn; Holz,象牙牙；木头,Ethnologisches Museum,民族学博物馆,"Objektmaß: 5,5 x 15,5 x 4 cm,Höhe: 4 cm (Sockel)",物体尺寸：5.5 x 15.5 x 4 厘米，高度：4 厘米（底座）,weibliche Elfenbeinfigur auf geschnitztem Holzbett.,木雕床上的女性象牙雕像。,https://id.smb.museum/object/140606/medizinfigur,https://recherche.smb.museum/images/16/1670392_1200x1200.jpg,
2668,Mützenknopf,帽按钮,中国,19. Jahrhundert,19世纪,Glas; Metall,玻璃;金属,Ethnologisches Museum,民族学博物馆,"Höhe x Durchmesser: 5,2 x 3 cm",高度 x 直径：5.2 x 3 厘米,"Hutknöpfe dieser Art dienten als Rangabzeichen der Beamten (Mandarin) zur Kaiserzeit Chinas. Jedem Beamten-Posten war ein bestimmter Rang zugeordnet. Es gab neun Basis-Ränge, nummeriert von 1 für den höchsten bis 9 für den niedrigsten Rang.  Die Hutknöpfe&nbsp;(auch als Juwel bezeichnet) befanden sich genau auf der Spitze der typischen runden Mandarinhüte und&nbsp;gehörten zur klassischen Amtstracht. Sie bestehen aus je einer Kugel aus echtem Edelstein wie Saphir oder Rubin, um Halbedelsteine wie Bergkristall, Lapislazuli und hellem Opal, aus farblosem oder gefärbtem Glas, Stein, Koralle, Elfenbein, Metall oder auch&nbsp;Silber. Einige sind auf kunstvoll gearbeiteten&nbsp;Metallsockeln angebracht.",这种帽扣在中华帝国时期被用作官员（普通话）的等级徽章。每个公务员职位都被分配了特定的级别。基本等级有九个，最高为1，最低为9。帽扣（也称为珠宝）正好位于典型的圆形官帽的尖端，是经典官方服装的一部分。它们均由一个球体组成，球体由蓝宝石或红宝石等真正的宝石、水晶、青金石和浅蛋白石等半宝石、无色或有色玻璃、石头、珊瑚、象牙、金属甚至银制成。有些安装在精心制作的金属底座上。,https://id.smb.museum/object/138561/mutzenknopf,https://recherche.smb.museum/images/58/5881359_1200x1200.jpg,
2669,Schädelschale,骷髅碗,中国,19. Jahrhundert,19世纪,Silber; Messing,银;黄铜,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 6,5 x 7,5 cm a) Deckel,Höhe x Durchmesser: 4,4 x 8 cm b) Kalotte,Höhe x Durchmesser: 5,5 x 8 cm c) Fuß",高 x 宽：6.5 x 7.5 厘米 a) 盖子，高 x 直径：4.4 x 8 厘米 b) 圆顶，高 x 直径：5.5 x 8 厘米 c) 脚,"Schädelschale (Kapala-Satz) aus Silber für Weihwasser. Objekt besteht insgesamt aus a) Deckel aus Messing, b) Silberkalotte und c) Fuß aus Messing.",银色骷髅碗（卡帕拉套装），用于盛装圣水。该物体由 a) 黄铜盖、b) 银色圆顶和 c) 黄铜底座组成。,https://id.smb.museum/object/148033/schadelschale,https://recherche.smb.museum/images/52/5240735_1200x1200.jpg,
2670,Amulett-Tasche,护身符袋,中国,19. Jahrhundert,19世纪,gefärbtes Leder,染色皮革,Ethnologisches Museum,民族学博物馆,"Objektmaß: 20 x 20 x 1,5 cm,Objektmaß: cm L: 32 cm, B: 8 cm,Gewicht: 15 g",物体尺寸：20 x 20 x 1.5 厘米，物体尺寸：厘米 长：32 厘米，宽：8 厘米，重量：15 克,Amulett-Tasche (Tib. sung khor lo). Kleine Amuletttäschchen wie dieses aus rotem und braunem Leder werden vor allem in Osttibet und der Mongolei von Nomaden getragen. Im Inneren befinden sich geweihte Gegenstände. Häufig werden mehrere dieser Schutzamulette an einer langen Schnur befestigt und um den Körper getragen. Das gesamte Schnuramulett mit einer größeren Anzahl von Amuletttäschchen nennt man Sung khor. SM8HF,护身符袋（藏语：sung khor lo）。像这样的由红色和棕色皮革制成的小护身符袋是游牧民族携带的，特别是在西藏东部和蒙古。里面有供奉的物品。通常，几个这样的护身符会附在一根长绳上，并佩戴在身体周围。带有大量护身符袋的整串护身符称为“sung khor”。 SM8HF,https://id.smb.museum/object/147964/amulett-tasche,https://recherche.smb.museum/images/55/5575768_1200x1200.jpg,
2671,fengshui yi,风水仪,中国,19. Jahrhundert,19世纪,"Holz; Glas, Lack, Tusche",木头;玻璃、漆、墨,Ethnologisches Museum,民族学博物馆,"Durchmesser: 11,2 cm,Höhe: 2,2 cm",直径：11.2 厘米，高度：2.2 厘米,"Der Kompaß besteht aus einem scheibenförmigen Holzbehälter, der hell lasiert ist. In der Mitte ist die Kompaßnadel in einer Vertiefung eingelassen und mit einer Glasscheibe abgedeckt. Um die Nadel sind die Himmelsrichtungen und geomantische Hinweise kreisförmig angeordnet.Publ. durch Thiele,  Peter: Der chinesische Geomantenkompaß. In: Zögner, L.( Hg.) .: China cartographica..., Berlin/Staatsbibliothek-SPK, 1983,  S. 78 ff,  Nr. C 38.","指南针由一个带有明亮釉面的圆盘形木制容器组成。指南针嵌在中间的凹槽中，并覆盖有玻璃板。基本方向和风水线索围绕针排列成一圈。作者：蒂勒·彼得：中国风水师的指南针。载于：Zögner, L.（主编）：《中国制图》，柏林/Staatsbibliothek-SPK，1983 年，第 78 页 ff，第 C 38 号。",https://id.smb.museum/object/148631/fengshui-yi-%E9%A2%A8%E6%B0%B4%E5%84%80,https://recherche.smb.museum/images/24/2485789_1200x1200.jpg,
2672,Sun Simiao der chinesische Medizingott - mit Begleitern,孙思邈中医书-配药,中国,19. Jahrhundert,19世纪,Holz,木头,Ethnologisches Museum,民族学博物馆,"Allgemein: cm,Breite: 18 cm",整体：厘米，宽度：18 厘米,,,https://id.smb.museum/object/137637/sun-simiao-%E5%AD%AB%E6%80%9D%E9%82%88--der-chinesische-medizingott---mit-begleitern,https://recherche.smb.museum/images/49/497916_1200x1200.jpg,
2673,Donnerkeil (Vajra),霹雳（金刚）,中国,19. Jahrhundert,19世纪,Bronze,青铜,Ethnologisches Museum,民族学博物馆,"Objektmaß: 14 x 3,7 x 3,7 cm,Gewicht: 157 g",物体尺寸：14 x 3.7 x 3.7 厘米，重量：157 克,"Diamantszepter (skt. vajra, tib. dorje). Der Vajra, dessen Form vom Donnerkeil des vedischen Gottes Indra stammt, gilt als das wichtigste Symbol des tibetischen Buddhismus. Als dynamisches männliches Prinzip steht er für die „Methode“ der Erkenntnis (upaya). Zusammen mit dem gegensätzlichen Prinzip der passiven weiblichen Glocke (skt. ghanta) bildet er die ultimative Wahrheit, die zur Erleuchtung führt. SM8HF",金刚权杖（梵文：vajra，藏文：dorje）。金刚杵的形状源自吠陀神因陀罗的雷霆，被认为是藏传佛教最重要的象征。作为一个充满活力的男性原则，他代表知识的“方法”（upaya）。它与被动女钟（梵文ghanta）的对立原则一起，形成了导致证悟的究竟真理。 SM8HF,https://id.smb.museum/object/136351/donnerkeil-vajra,https://recherche.smb.museum/images/54/5456985_1200x1200.jpg,
2674,Amulett,护身符,中国,19. Jahrhundert,19世纪,Bemaltes Holz mit Messingeinfassung,带黄铜饰边的彩绘木材,Ethnologisches Museum,民族学博物馆,"Objektmaß: 7,5 x 10 x 2,3 cm,Gewicht: 106 g",物体尺寸：7.5 x 10 x 2.3 厘米，重量：106 克,"Amulett (tib. gau). Nach tibetischer Tradition spenden Amulettbehälter Schutz und Segen. Sie sind Teil des täglichen Schmucks der tibetischen Frauen, von Männern werden sie meist nur auf Reisen getragen. Sie enthalten unterschiedliche Reliquien wie kleine Kultfiguren oder Tonmodelabdrücke mit der Darstellung buddhistischer Heiliger, Knochenteile oder Stoffreste der Gewänder verstorbener religiöser Lehrer, Heilkräuter, geweihte Samenkörner oder religiöse Texte. SM8HF",护身符（藏语：gau）。根据藏族传统，护身符容器可以提供保护和祝福。它们是藏族女性日常佩戴的首饰，男性通常只在旅行时佩戴。它们包含各种文物，例如描绘佛教圣人的小型崇拜人物或泥塑模型、已故宗教导师的骨头或袈裟残片、药草、开光的种子或宗教文本。 SM8HF,https://id.smb.museum/object/136369/amulett,https://recherche.smb.museum/images/55/5575766_1200x1200.jpg,
2675,Amulettbehälter,护身符容器,中国,19. Jahrhundert,19世纪,Bemaltes Holzkästchen mit gefasstem Tonrelief,带彩绘粘土浮雕的彩绘木盒,Ethnologisches Museum,民族学博物馆,"Objektmaß: 14,5 x 10 x 5,5 cm,Gewicht: 263 g",物体尺寸：14.5 x 10 x 5.5 厘米，重量：263 克,"Amulettbehälter (tib. gau). Gaus sind kleine, meist aus Metall angefertigte Reisealtäre oder reichverzierte tragbare Amulettschreine, die mit einer Schnur am Hals getragen oder am Gürtel befestigt werden. Zentraler Bestandteil ist das Meditationsobjekt in Form einer kleinen Kultfigur, meist eine buddhistische Gottheit. Andere Reliquien können u.a. Knochenteile verstorbener religiöser Lehrer, Heilkräuter oder religiöse Texte sein. SM8HF",护身符容器（藏语：gau）。 Gaus 很小，通常由金属、旅行祭坛或装饰华丽的便携式护身符神龛制成，用绳子挂在脖子上或系在腰带上。中心部分是小型崇拜人物形式的冥想对象，通常是佛教神灵。其他文物可能包括已故宗教教师的骨头部分、药草或宗教文本。 SM8HF,https://id.smb.museum/object/136451/amulettbehalter,https://recherche.smb.museum/images/55/5575760_1200x1200.jpg,
2676,Zwei Ehebrecher werden auf der Straße geführt,两个通奸者被带上街头,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 18,5 x 30 cm",高度 x 宽度：18.5 x 30 厘米,,,https://id.smb.museum/object/584326/zwei-ehebrecher-werden-auf-der-strasse-gefuhrt,https://recherche.smb.museum/images/64/6468255_1200x1200.jpg,
2677,Drei Gerichtsdiener beim Foltern eines Sträflings,三名法警严刑拷打一名犯人,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 17,7 x 30,5 cm",高度 x 宽度：7 英寸 x 12 英寸,,,https://id.smb.museum/object/584322/drei-gerichtsdiener-beim-foltern-eines-straflings,https://recherche.smb.museum/images/64/6468254_1200x1200.jpg,
2678,Ein Gerichtsdiener mit einem Sträfling,一名法警与一名囚犯,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 14,5 x 23,5 cm",高度 x 宽度：14.5 x 23.5 厘米,,,https://id.smb.museum/object/584244/ein-gerichtsdiener-mit-einem-strafling,https://recherche.smb.museum/images/64/6468268_1200x1200.jpg,
2679,Ein Gerichtsdiener mit einem Sträfling,一名法警与一名囚犯,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 14 x 23,6 cm",高度 x 宽度：14 x 23.6 厘米,,,https://id.smb.museum/object/584309/ein-gerichtsdiener-mit-einem-strafling,https://recherche.smb.museum/images/64/6468271_1200x1200.jpg,
2680,Ein Gerichtsdiener mit einem Gefangenen,一名法警与一名囚犯,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 15,8 x 23,8 cm",高度 x 宽度：15.8 x 23.8 厘米,,,https://id.smb.museum/object/584311/ein-gerichtsdiener-mit-einem-gefangenen,https://recherche.smb.museum/images/64/6468272_1200x1200.jpg,
2681,Ein Gaugler und ein Zuschauer,一个骗子和一个旁观者,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 12,1 x 20,7 cm",高度 x 宽度：12.1 x 20.7 厘米,,,https://id.smb.museum/object/584312/ein-gaugler-und-ein-zuschauer,https://recherche.smb.museum/images/64/6468273_1200x1200.jpg,
2682,Zwei Sträflinge,两名罪犯,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,Höhe x Breite: 15 x 19 cm,高度 x 宽度：15 x 19 厘米,,,https://id.smb.museum/object/584313/zwei-straflinge,https://recherche.smb.museum/images/64/6468275_1200x1200.jpg,
2684,"Ein Sträfling, seine Frau und zwei Gerichtsdiener",一名囚犯、他的妻子和两名法警,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 18,5 x 30 cm",高度 x 宽度：18.5 x 30 厘米,,,https://id.smb.museum/object/584320/ein-strafling-seine-frau-und-zwei-gerichtsdiener,https://recherche.smb.museum/images/64/6468253_1200x1200.jpg,
2685,Zwei Sträflinge und zwei Gerichtsdiener,两名囚犯和两名法警,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,Höhe x Breite: 19 x 30 cm,高度 x 宽度：19 x 30 厘米,,,https://id.smb.museum/object/584319/zwei-straflinge-und-zwei-gerichtsdiener,https://recherche.smb.museum/images/64/6468224_1200x1200.jpg,
2686,Ein Gerichtsdiener mit einem Sträfling,一名法警与一名囚犯,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 14,5 x 22,5 cm",高度 x 宽度：14.5 x 22.5 厘米,,,https://id.smb.museum/object/584307/ein-gerichtsdiener-mit-einem-strafling,https://recherche.smb.museum/images/64/6468270_1200x1200.jpg,
2687,Kaiserin,皇后,中国,19. Jahrhundert,19世纪,Büffelpergament,水牛羊皮纸,Ethnologisches Museum,民族学博物馆,"Höhe: mit Kopf: 71 cm,Breite: 37 cm",高度：含头：71 厘米，宽度：37 厘米,"lt. Hauptkatalog:

""Kaiserin in offiziellem Hofgewand. Gelb mit Drachen und Edelsteingürtel, Rote Lilienschuhe.""",“皇后着官袍。黄龙宝石腰带，红百合鞋。”,https://id.smb.museum/object/756435/kaiserin-huang-hou-%E7%9A%87%E5%90%8E,https://recherche.smb.museum/images/59/598841_1200x1200.jpg,
2688,Eine Prinzessin mit ihrer Palastdame,一位公主和她的宫女,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 31 x 18,1 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33,3 x 20,3 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,2 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 31 x 18.1 厘米（Araliamark 彩绘纸），高度 x 宽度：33.3 x 20.3 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.2 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584629/eine-prinzessin-mit-ihrer-palastdame,https://recherche.smb.museum/images/64/6467918_1200x1200.jpg,
2689,Eine Prinzessin oder die Frau eines hohen Beamten mit ihrer Zofe,公主或高官的妻子和她的女仆,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 31 x 18,8 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33,2 x 21 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,2 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 31 x 18.8 厘米（Araliamark 彩绘纸），高度 x 宽度：33.2 x 21 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.2 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584632/eine-prinzessin-oder-die-frau-eines-hohen-beamten-mit-ihrer-zofe,https://recherche.smb.museum/images/64/6467920_1200x1200.jpg,
2690,Edelfrau mit Zofe,贵妇与女仆,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,6 x 19,1 cm (bemaltes Araliamark-Papier),Höhe x Breite: 32,9 x 21,2 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,1 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.6 x 19.1 厘米（Araliamark 彩绘纸），高度 x 宽度：32.9 x 21.2 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.1 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584636/edelfrau-mit-zofe,https://recherche.smb.museum/images/64/6467910_1200x1200.jpg,
2691,Ein hoher Beamter mit seinem Diener,一位高官和他的仆人,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,7 x 18,6 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33 x 20,9 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,1 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.7 x 18.6 厘米（Araliamark 彩绘纸），高度 x 宽度：33 x 20.9 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.1 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584635/ein-hoher-beamter-mit-seinem-diener,https://recherche.smb.museum/images/64/6467909_1200x1200.jpg,
2692,König oder kaiserlicher Prinz mit seinem Diener,国王或皇子与他的仆人,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,9 x 18,8 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33 x 21,1 cm (blaues Textilband),Höhe x Breite: 36,5 x 25,2 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.9 x 18.8 厘米（Araliamark 彩绘纸），高度 x 宽度：33 x 21.1 厘米（蓝色丝带），高度 x 宽度：36.5 x 25.2 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584641/konig-oder-kaiserlicher-prinz-mit-seinem-diener,https://recherche.smb.museum/images/64/6467911_1200x1200.jpg,
2693,Ein Gerichtsdiener mit drei Sträflingen,一名法警与三名囚犯,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 17,9 x 30 cm,Passepartout: 29 x 38 cm",高 x 宽：17.9 x 30 厘米，路路通：29 x 38 厘米,,,https://id.smb.museum/object/584646/ein-gerichtsdiener-mit-drei-straflingen,https://recherche.smb.museum/images/64/6468158_1200x1200.jpg,
2694,Hoher Beamter mit einem Diener,高官与仆人,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,8 x 19,1 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33 x 21,3 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,2 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.8 x 19.1 厘米（Araliamark 彩绘纸），高度 x 宽度：33 x 21.3 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.2 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584643/hoher-beamter-mit-einem-diener,https://recherche.smb.museum/images/64/6467913_1200x1200.jpg,
2695,Edelfrau mit Zofe,贵妇与女仆,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,8 x 18,3 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33 x 20,5 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,2 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.8 x 18.3 厘米（Araliamark 彩绘纸），高度 x 宽度：33 x 20.5 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.2 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584642/edelfrau-mit-zofe,https://recherche.smb.museum/images/64/6467912_1200x1200.jpg,
2696,Ein Gerichtsdiener mit drei Stäflingen,一名法警带着三名囚犯,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 18,2 x 30,1 cm,Passepartout: 29 x 38 cm",高 x 宽：18.2 x 30.1 厘米，路路通：29 x 38 厘米,,,https://id.smb.museum/object/584649/ein-gerichtsdiener-mit-drei-staflingen,https://recherche.smb.museum/images/64/6468160_1200x1200.jpg,
2697,"Ein Beamter, ein Gerichtsdiener und ein Sträfling",一名高官、一名法警和一名罪犯,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 18,6 x 30 cm,Passepartout: 29 x 38 cm",高 x 宽：18.6 x 30 厘米，路路通：29 x 38 厘米,,,https://id.smb.museum/object/584651/ein-beamter-ein-gerichtsdiener-und-ein-strafling,https://recherche.smb.museum/images/64/6468161_1200x1200.jpg,
2698,Die Hinrichtung,执行,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 16 x 23,5 cm",高度 x 宽度：16 x 23.5 厘米,,,https://id.smb.museum/object/584432/die-hinrichtung,https://recherche.smb.museum/images/64/6468258_1200x1200.jpg,
2699,Zwei Kinder beim Federballspielen,两个孩子打羽毛球,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,Höhe x Breite: 17 x 23 cm,高度 x 宽度：17 x 23 厘米,,,https://id.smb.museum/object/584436/zwei-kinder-beim-federballspielen,https://recherche.smb.museum/images/64/6468259_1200x1200.jpg,
2700,Im Gericht,在法庭上,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,Höhe x Breite: 16 x 24 cm,高度 x 宽度：16 x 24 厘米,,,https://id.smb.museum/object/584329/im-gericht,https://recherche.smb.museum/images/64/6468256_1200x1200.jpg,
2701,Bei der Hinrichtung,行刑时,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,Höhe x Breite: 14 x 29 cm,高度 x 宽度：14 x 29 厘米,,,https://id.smb.museum/object/584397/bei-der-hinrichtung,https://recherche.smb.museum/images/64/6468257_1200x1200.jpg,
