country,library,link,imageurl,size,artifactName,relicTime,material,description
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-6742-A,https://lh3.googleusercontent.com/WoVaeEEJ55eQP9g8KUIguwXEsfbpt9wQ1V91L74nH7BSZSgbCl7sTJ-Xv3H19uRgL34OsjDjbkXe7psfRO_PApOC5G4=w200,height  15.4 cm,Rosewater sprinkler or bottle with roundels and lozenges,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-579,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,height  7.5 cm,"Kraaikop, Bowl Decorated with a Crow",c. 1600 - c. 1624,porcelain,"Kom of kraaikop van porselein met een geschulpte rand, beschilderd in onderglazuur blauw. De buitenwand is verdeeld in brede en smalle vakken met in de brede vakken afwisselend een zittende vrouw op een omheind terras of met een boom (bananenplant, wilg). In de smalle vakken strikken en een ruyi-motief. Op de bodem een vogel op een rots. In de brede vakken op de binnenwand een vlinder bij een paddenstoel of een chrysant, of met een bloemrak. De smalle vakken met stippen, ruiten en parels. Kraakporselein in blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-284,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,,Bi; schijf van bruine jade,-206 - 220,jade (rock),
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13765,https://lh3.googleusercontent.com/WoVaeEEJ55eQP9g8KUIguwXEsfbpt9wQ1V91L74nH7BSZSgbCl7sTJ-Xv3H19uRgL34OsjDjbkXe7psfRO_PApOC5G4=w200,height  8 cm,Cup and saucer with flower sprays in a panel decoration,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-53,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,,Decoratief object,-500 - -200,jade (rock),"Ornament in lichtbruine jade; gebogen vorm, uiteinden: fabeldierkop en scherpe punt. Fijne versieringen."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15953,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,height  6.5 cm,Bowl with lotus scrolls and auspicious symbols,c. 1725 - c. 1749,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-14772-A,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,height  8.1 cm,"Bowl (crow cup) with flowering plants, insects and a bird on a rock",c. 1600 - c. 1624,porcelain,"Kom of kraaikop van porselein met geschulpte rand, beschilderd in onderglazuur blauw. De buitenwand is verdeeld in brede en smalle vakken met in de brede vakken bloeiende planten (pioen, bamboe, lotus, narcis) en insecten (krekel, vlinder); de smalle vakken met strikken. Op de bodem een vogel op een rots. De binnenwand ook met een vakdecoratie met in de brede vakken asters en takken en in de smalle vakken stippen. Kraakporselein in blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15887-A,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  15 cm,Covered jar with peacocks and flowering plants in a fenced garden,c. 1700 - c. 1724,porcelain,"Dekselpot van porselein op een hoge voet en met twee opstaande oren, beschilderd op het glazuur in blauw, rood, groen, geel en zwart. De pot is bedekt met losse bloemen op een achtergrond van 'crackled ice'; hierin uitgespaard twee rechthoekige cartouches met bloeiende planten (pioen, prachtanjer) en een vlinder of twee pauwen en bamboe in een omheinde tuin. Op de voet een band met bloemranken. De deksel met bloeiende planten bij een rots. Chip in de dekselknop en één oor. Famille verte."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1209,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,height  7.3 cm,Rectangular censer on four legs with dragons,c. 1900 - c. 1969,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13684,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,height  1.9 cm,Spoon tray with a pheasant on a rock and flower scrolls,c. 1725 - c. 1749,porcelain,"Pattipan van porselein, rechthoekig en zeskantig met gelobde wand, beschilderd op het glazuur in blauw, roze, groen, geel, zwart en goud. Op het plat een bladvormige cartouche omgeven door bloemtakken, met hierin een fazant op een rots bij bloeiende planten; op het plat en de wand servetwerk in encre de Chine; de binnenrand met een band bloemranken. Onderzijde ongeglazuurd. Een barst in de wand. Europese vormen met famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1981-3,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,height  6.0 cm × diameter  6.4 cm,Box and cup,700 - 799,silver (metal),Beker versierd met drie horizontale banden met vliegende vogels tussen krulversiering van bloem- en bladmotieven op een ondergrond van fijn matwerk.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-14721-A,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200,height  3.5 cm,Saucer-dish in the shape of a flower with bleu poudré and panel decoration,c. 1700 - c. 1724,porcelain,"Schotel van porselein met ronde, gelobde wand en geschulpte rand in de vorm van een bloem, beschilderd in onderglazuur blauw en op het glazuur blauw, rood, groen, geel, aubergine, zwart en goud met een vakdecoratie. Op het plat een medaillon met rivierlandschap met paviljoen, rotsen en bomen; de wand is gemodelleerd in acht bloembladeren afwisselend gevuld met een bloemtak en vlinder in goud op een bleu poudré (poederblauw) grond en een bloemtak op een rots met vlinder op ene witte grond. Bleu poudré met famille verte."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-16322,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  4.3 cm,Saucer-dish with three women and a peacock in a fenced garden in front of a pavilion,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15905,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,diameter  38 cm,"Dish with a flower basket, flowering plants and diaper patterns",c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-14731-A,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  10 cm,Hexagonal bowl with narrative scenes concerning Lü Dongbin,c. 1700,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-BR-FLA-5-A,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  20.5 cm,Tomb figure in the shape of a woman with a timbrel,c. 220 - c. 589,earthenware,"Graffiguur van aardewerk, beschilderd in rood, wit en zwart. De staande vrouw is gekleed in een rood gewaad met V-hals en wijde mouwen en heeft een hoog opgewerkt kapsel. Zij houdt een tamboerijn in de hand. Geplaatst op een los houten voetstuk van later datum."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1400,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  33.5 cm,Vase with C-shaped Handles,c. -206 - c. 220,stoneware,"Eivormige vaas van steengoed met een spreidende hals en platte rand, gedeeltelijk bedekt met een groen glazuur. Op de buik horizontale ribben; de schouder met twee C-vormige oren met een gemodelleerde S-vormige decoratie aan de bovenzijde. Op de hals een ingegrifte, decoratieve band. Een barst in de rand. Celadon (Yue)."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-17-B,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,,Hengsel,-500 - -200,bronze (metal),"Rijk spel van arabesken, in verschillende niveaux gelegen; deel van een paar."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-62,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  13.3 cm × length  16.3 cm × width  5.2 cm,Funeral figure of a horse's head,c. 220 - c. 589,earthenware,"Graffiguur van aardewerk, beschilderd in roodbruin. Het paardenhoofd, fragment van een compleet paard."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-12028-3-A,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  4 cm,Bell-shaped cup and saucer with a cock on a rock with flowering plants,1724,porcelain,"Klokvormige kop en schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel, zwart en goud. Op het plat een bladvormig cartouche met een haan op een rots bij bloeiende pioenplanten, om het blad servetwerk; naast de haan een inscriptie lezend 'Gong ming fu gui jiachen huazhao yie yu Zhujiang jingshe', 'Eer en rijkdom. Geschreven op de dag van de bloemen in het jaar jiachen [1724] in een mooi huis aan de Zhujiang rivier', en een zegelmerk 'Baishi', 'witte steen'; op de rand een band servetwerk afgewisseld met een bloemrank in een cartouche. De kop met dezelfde decoratie. Een chip in de rand van de kop. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-16273,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  9.5 cm,Bowl with the 'three friends of winter',c. 1680 - c. 1720,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13621,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  4 cm,Bell-shaped cup with four men watching a dragon in the clouds,c. 1725 - c. 1749,porcelain,"Klokvormige kop van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op de buitenwand een landschap met hierin vier Chinese mannen kijkend naar een vierklauwige draak in de wolken. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13672,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  3.8 cm,"Saucer-dish with moulded petal-shaped petals, a flowering lotus and scrolls",c. 1725 - c. 1749,porcelain,"Schaal van porselein met gemodelleerde lotusbladeren in de wand en een geschulpte rand, beschilderd op het glazuur in rood, roze en goud. Op het plat een lotusplant; de wand met lotusbladeren waartussen lotusranken in goud; op de achterzijde lotusranken in goud. Een barst in de wand. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-539,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  15.2 cm,Jar with fluted sides,c. 960 - c. 1279,stoneware,"Pot van steengoed met een geribde wand, gedeeltelijk bedekt met een crèmekleurig, gecraqueleerd glazuur. De buik is bolvormig; de brede lange nek is naar boven toe uitlopend. Cizhou (Juluxian)."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-14396-A,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  5.3 cm,"Deep dish with flower sprays, women and boys",c. 1680 - c. 1720,porcelain,"Diepe schaal van porselein met platte, gelobde rand, beschilderd in onderglazuur blauw. Op de bodem een vrouw (lange lijs) en dansende jongen (zotje) in een omheinde tuin; op de wand en rand vier vakken met afwisselend twee vrouwen zittend onder een boom in een omheinde tuin en een prunustak bij een rots, tussen de vakken een geometrisch patroon (swastika) waaronder een strik; de buitenzijde met vier vakken met ruyi-motief en vier bloemranken. Blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-12028-8-A,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  13.6 cm,Beaker vase with floral scrolls and auspicious symbols,c. 1875 - c. 1899,porcelain,"Bekervaas van porselein met een holvormig lichaam, beschilderd op het in blauw, rood, roze, groen, geel en zwart. Op de wand twee groepen geluksvoorwerpen met kostbaarheden (muzieksteen), lotusrank, driepoot, fruitmand en bloemenvazen; rond de rand een decoratieve band met bloem- en lotusranken; rond de voet een decoratieve band. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-11497,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,,Five piece garniture with three covered jars and two beaker vases with flowering plants and figures in a fenced garden in panels,c. 1800 - c. 1899,porcelain,"Vijfdelig kaststel van porselein, bestaande uit drie achthoekige dekselpotten en twee achthoekige 'gu'-vormige bekervazen. Beschilderd op het glazuur in blauw, rood, roze, groen, paars, zwart en goud. Bedekt met pioentakken tegen een achtergrond van een spiraal-patroon. Op elk van de acht zijden een uitgespaard, geschulpt cartouche met afwisselend bloemtakken (pioen, chrysant, aster, prunus) bij een rots of één of meerdere personen op een terras of in een omheinde tuin bij bloeiende planten en rotsen. De rand met servetwerk afgewisseld met gelobde cartouches met herten of vogels bij een pioenplant. De dekselknop is in de vorm van een shishi (leeuwhond). Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13581,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200,height  6.6 cm,"Covered jar with bouquets, scattered flowers and ornamental borders",c. 1775 - c. 1799,porcelain,"Dekselkom van porselein met een rechte wand, beschilderd op het glazuur in rood, roze, groen, paars, zwart en goud. De wand van de kom met twee boeketten met vier losse bloemen; om de buitenrand een brede decoratieve band met servetwerk, een band met bloemen en een 'spearhead-border'. De deksel met dezelfde decoratie en een platte knop. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-KOG-311-A,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  22.5 cm,Pear-shaped bottle vase with a crackled glaze,c. 1800 - c. 1899,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-6756-A,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  22.8 cm,Pear-shaped bottle vase with auspicious symbols and stylized flowers,c. 1680 - c. 1720,porcelain,"Flesvormige vaas van porselein met een peervormig lichaam en lange nek, beschilderd in onderglazuur blauw. Op de buik twee banden verdeeld in vakken met gelukssymbolen (chakra) en gestileerde bloemen, gescheiden door twee decoratieve banden. Op de nek tweemaal een gestileerde bloem. Rond de voet een band met opstaande bladmotieven. Op de voet een decoratieve band. Blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13702-A-1,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,diameter  4.2 cm,Bell-shaped cup with flower sprays,c. 1700 - c. 1724,porcelain,"Klokvormige kop van porselein, beschilderd in onderglazuur blauw. Op de buitenwand bloemtakken (pioen, prunus). Op de bodem een bloemtak en de binnenrand met arceerwerk. Blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-8511,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,height  2.6 cm,Saucer with a portrait of Daniel Raap,c. 1750,porcelain,"Schotel van porselein, beschilderd op het glazuur in blauw, rood, groen, zwart en goud. Op het plat van de schotel een portret van Daniel Raap (1702-1754), een porseleinhandelaar in Amsterdam. In Europa gedecoreerd."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-611,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,height  5.5 cm,Teabowl with a 'hare's fur' glaze,c. 960 - c. 1279,stoneware,"Theekom van steengoed, gedeeltelijk bedekt met een donkerbruin glazuur met goudbruine strepen (hazenvel). De onderste helft van de kom en de rand zijn ongeglazuurd. Jian."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1192,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  6 cm × length  7.5 cm × width  6.1 cm,Container in the form of a bird,c. 960 - c. 1279,porcelain,"Ronde doos van steengoed, bedekt met een transparant glazuur met een lichtblauwe tint. De deksel is gemodelleerd in de vorm van een eend. Bruine verkleuring op de kop. Qingbai."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13794,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,height  1.9 cm,Saucer with cock and deer on a black ground with flower scrolls,c. 1725 - c. 1749,porcelain,"Schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel en zwart. Het plat is bedekt met een zwart glazuur met in reserve bloemranken en vier cartouches: een medaillon met haan en drie bladvormige cartouches met herten in een landschap; de rand met een band roze 'crackled ice'-patroon. Een barst in de rand. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-6815,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200,height  11.3 cm,Cylindrical beaker with leaf-motif,c. 1680 - c. 1720,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13384,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,height  2.5 cm,Plate with the arms of the Reverhorst family,c. 1745,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-614,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,height  4.2 cm,Bowl with rounded sides and a band of scroll work,c. 1700 - c. 1899,porcelain,"Kom van soft-paste porselein (pâte tendre), bedekt met een crèmekleurig glazuur. Rond de rand twee ingegrifde decoratieve banden, één met arceerwerk en één met krulwerk. Glazuur is licht gecraqueleerd. Monochromen."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-77,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,,Guanyin,850 - 900,wood (plant material),"Avalokitesvara (Guanyin), staande op een voetstuk; met de linkerhand maakt hij het gebaar van geruststelling en in de rechter heeft hij een vaas."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15839-A,https://lh3.googleusercontent.com/m9AA93CYqnkPrqtt5AUC7t4Y2pkrqDPWht9V4P1hjrIv9JanrPs6poXJTplxeBAvNYYcfS4P5j0qT9QRjrNPlle3_GaP6OPxwUWAziM=w200,height  15.7 cm,Rosewater sprinkler or bottle with powder blue and light brown,c. 1700 - c. 1724,porcelain,"Rozenwater druppelaar of puntfles van porselein met bolvormig lichaam en verdikkingen in de lange, smalle nek, bedekt met onderglazuur blauw en café-au-lait glazuur. Het lichaam is bedekt met bleu poudré (poederblauw); de nek is bedekt met een lichtbruin glazuur. Bleu poudré met monochroom bruin."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13764,https://lh3.googleusercontent.com/m9AA93CYqnkPrqtt5AUC7t4Y2pkrqDPWht9V4P1hjrIv9JanrPs6poXJTplxeBAvNYYcfS4P5j0qT9QRjrNPlle3_GaP6OPxwUWAziM=w200,height  3.3 cm,Bell-shaped cup and saucer with antiquities and diaper pattern,c. 1725 - c. 1749,porcelain,"Klokvormige kop en schotel van porselein, beschilderd in onderglazuur blauw en op het glazuur rood, groen, zwart en goud. Op het plat van de schotel een groep antiquiteiten (vaas met pauwenveren en koraal, scepter, fruitschaal met vingercitroen, wierookbrander); de rand met een band servetwerk. De kop met dezelfde decoratie. Famille verte."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13745,https://lh3.googleusercontent.com/m9AA93CYqnkPrqtt5AUC7t4Y2pkrqDPWht9V4P1hjrIv9JanrPs6poXJTplxeBAvNYYcfS4P5j0qT9QRjrNPlle3_GaP6OPxwUWAziM=w200,height  5.9 cm,"Oval, four-lobed cup and saucer with moulded flower sprays",c. 1750 - c. 1774,porcelain,"Ovale, viermaal gelobde kop en schotel van porselein, beschilderd in onderglazuur blauw en op het glazuur rood, roze, groen, paars en goud. Op het plat van de schotel een bloemtak; de wand met twee gemodelleerde bloemtakken in hoog-reliëf; op de rand een decoratief patroon; de rand is bruin geglazuurd. De kop met dezelfde decoratie. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-16343,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,height  45 cm,Cylindrical vase with seven scholars in a landscape,c. 1600 - c. 1900,porcelain,"Cilindrische vaas met platte schouder, rechte nek en platte rand met opstaande kant van porselein, beschilderd op het glazuur in blauw, rood, groen, geel, aubergine, zwart en goud met zeven geleerden in een landschap bij een paviljoen. De wand heeft een doorlopende voorstelling met verschillende dienaren, drie geleerden bij bamboe, een geleerde spelend op een instrument en drie geleerden bij een tafel; de schouder met een geometrisch patroon afgewisseld met cartouches met bloemtakken; de nek met voorstelling van een geleerde met een dienaar in een landschap. Een chip in de voetring. Famille verte."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1960-147,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,height  9.3 cm,Bowl with two narrative scenes and two trees near rocks,c. 1680 - c. 1720,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-14397-A,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200,height  4.1 cm,Dish with medallion surrounded by ornamental borders,c. 1700 - c. 1724,porcelain,"Schotel van porselein met opstaande wand en schuine, geschulpte rand, beschilderd in onderglazuur blauw. Op het plat een klein medaillon met een bloeiende plant met hier omheen verschillende decoratieve banden met: bloemranken, ruyi-motief, bloemtak met rotsen en servetwerk; de achterzijde met twee bloemtakken; op de onderzijde een dubbele cirkel. Blauw-wit."
