artifact_name,artifact_country,artifact_library,artifact_time,artifact_size,artifact_category,artifact_image,artifact_url,artifact_description
玉璜,中国,湖北博物馆,战国,"通高15, 中间宽3.3, 厚0.6cm",玉器,https://img.cjyun.org/a/10695/202301/ee9598e472e171463aa2259f2f3d3480.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5177.html,战国，通高15，中间宽3.3，厚0.6cm，1965年江陵望山2号墓出土
玉璜,中国,湖北博物馆,战国,"通高 15, 中间宽 3.3, 厚 0.6cm",玉器,https://img.cjyun.org.cn/a/10695/202404/227f132687eed687a0bc4846a314ad29.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5178.html,战国。通高 15 ，中间宽 3.3 ，厚 0.6cm ， 1965 年江陵望山 2 号墓出土
琉璃珠,中国,湖北博物馆,战国,,玉器,https://img.cjyun.org.cn/a/10695/202404/7dd21eb8afc8fb08350d0acbf6a014f2.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5188.html,战国，江陵九店294号墓出土
兽面纹玉琮,中国,湖北博物馆,战国,"通高5.4, 直径6.6, 孔径5.5cm",玉器,https://img.cjyun.org.cn/a/10695/202404/92c2e4eb99f6f6970159023fea30be7e.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5175.html,战国，通高5.4，直径6.6，孔径5.5cm，1978年随州曾侯乙墓出土
龙形玉佩,中国,湖北博物馆,战国,"长19, 宽12.6cm",玉器,https://img.cjyun.org.cn/a/10695/202404/e3e4384f900201e48713528b80a51c73.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5186.html,战国，长19，宽12.6cm，1965年江陵望山2号墓出土
龙形玉佩,中国,湖北博物馆,战国,"长10.6, 宽4.7, 厚0.5cm",玉器,https://img.cjyun.org.cn/a/10695/202404/ec8c1ad89476418c79bb2290aab987da.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5183.html,战国，长10.6，宽4.7，厚0.5cm，1978年随州曾侯乙墓出土
透雕龙形玉佩,中国,湖北博物馆,战国,"通长28, 宽5.6, 厚0.4cm",玉器,https://img.cjyun.org.cn/a/10695/202404/9da852fd2c9fdeb09690785bec9cedf7.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5182.html,战国，通长28，宽5.6，厚0.4cm，1965年江陵望山2号墓出土
龙形玉佩,中国,湖北博物馆,战国,"通长13.2, 宽6, 厚0.9cm",玉器,https://img.cjyun.org.cn/a/10695/202404/335e11ea83cd9e63b24f32ad65144a1a.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5181.html,战国，通长13.2，宽6，厚0.9cm，1965年江陵望山3号墓出土
云纹玉块,中国,湖北博物馆,战国,"直径3.2, 孔径1.1, 厚0.3cm, 直径5, 孔径2.4-2.6, 厚0.35cm",玉器,https://img.cjyun.org.cn/a/10695/202404/56419bddf5e2cf65661b20f25bf20268.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5179.html,战国，直径3.2孔径1.1，厚0.3cm，直径5，孔径2.4-2.6，厚0.35cm，1978年随州擂鼓墩曾侯乙墓出土
十六节龙形玉佩,中国,湖北博物馆,战国,"通长48, 宽8.3, 厚0.5cm",玉器,https://img.cjyun.org.cn/a/10695/202404/7fd346c1bc3ca1409b319cb407bafde6.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5184.html,战国，通长48，宽8.3，厚0.5cm，1978年随州曾侯乙墓出土
云纹玉璧,中国,湖北博物馆,战国,"直径21.4, 内径6.9cm",玉器,https://img.cjyun.org.cn/a/10695/202404/e6df0c5f561531416d8fb99307429444.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5174.html,战国，直径21.4，内径6.9cm，1965年江陵望山2号墓出土
玉柄形器,中国,湖北博物馆,,"长8.4, 宽2.5cm, 长14.2, 宽1.1cm, 长8.8, 宽1.4cm",玉器,https://img.cjyun.org/a/10695/202301/64addbf5bd0d489ce2fa3fd3a2905502.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5433.html,左：长8.4、宽2.5cm 中：长14.2、宽1.1cm 左：长8.8、宽1.4cm
玉柄形器,中国,湖北博物馆,,"长24.9, 宽2.4cm",玉器,https://img.cjyun.org/a/10695/202301/9f05e9dceed38666da61cd9b2da0bf31.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5435.html,长24.9、宽2.4cm 质地为透闪石。侧面有六道刻线，
青玉镂空荷叶鸳鸯佩饰,中国,湖北博物馆,,"高7, 宽6.3, 厚0.3, 下厚1.3cm, 重51.5g, 高7, 宽6.3, 厚0.3, 下厚1.3cm, 重51.5g",玉器,https://img.cjyun.org.cn/a/10695/202404/95eaa0ee7c4a30f8249e454ccae65abd.jpeg,http://hbsbwg.cjyun.org/yuqi/p/4881.html,高7，宽6.3，厚0.3，下厚1.3cm，重51.5g 高7，宽6.3，厚0.3，下厚1.3cm，重51.5g
谷纹玉环,中国,湖北博物馆,战国,"外径11.5, 内径6.1, 厚0.4cm",玉器,https://img.cjyun.org.cn/a/10695/202404/adbdbfe8e426e2c264a13cf6c7b0aa22.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5173.html,战国，外径11.5，内径6.1，厚0.4cm，1965年江陵望山1号墓出土
鱼形玉佩,中国,湖北博物馆,战国,"两端距6.6, 孔径0.3-0.4cm",玉器,https://img.cjyun.org.cn/a/10695/202404/a7b3a87e67cdc7b067c00706513754f7.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5180.html,战国，两端距6.6孔径0.3-0.4cm，1978年随州擂鼓墩曾侯乙墓出土
玉半琮,中国,湖北博物馆,战国,"通高4.8, 边长6.9, 厚0.8cm",玉器,https://img.cjyun.org.cn/a/10695/202404/6b0027cd915b622be0e1b654a40d8cb2.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5176.html,战国，通高4.8，边长6.9，厚0.8cm，1978年随州曾侯乙墓出土
玉剑,中国,湖北博物馆,战国,"通长48, 宽8.3, 厚0.5cm",玉器,https://img.cjyun.org.cn/a/10695/202404/8413c5adbccfcefcc81b0fafdabfa82f.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5185.html,战国，通长48，宽8.3，厚0.5cm，1978年随州曾侯乙墓出土
玉带钩,中国,湖北博物馆,战国,"长4.8, 宽2cm",玉器,https://img.cjyun.org.cn/a/10695/202404/067ece7dec87d53e26bb9877ae51da87.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5189.html,战国，长4.8，宽2cm，1965年江陵望山2号墓出土
水晶串饰,中国,湖北博物馆,战国,,玉器,https://img.cjyun.org.cn/a/10695/202404/d21ca8b04b1a2468af5bbbe669ecd2f5.jpeg,http://hbsbwg.cjyun.org/yuqi/p/5187.html,战国，1982-1986年江陵九店楚墓出土
王翚 仿李营丘山水图 轴,中国,湖北博物馆,,Paper   76*46.5cm,书画,https://img.cjyun.org/a/10695/202301/244c4f72613667a0d87414a229a36b12.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4839.html,纸本 Paper   76*46.5cm 王翚（1632-1717年），字石谷，号耕烟散人、剑门樵客、清晖老人等，江苏常熟人。出生于书画文人世家，被王鉴及王时敏收为弟子，遂得二王指授。40岁后，画技成熟，被誉为“海内第一”。代表作有《秋山草堂图》，用笔细秀，墨色浓润。
程正揆 浅绛山水图 轴,中国,湖北博物馆,,Paper   111.5*50cm,书画,https://img.cjyun.org/a/10695/202301/0f36b50ee8031028c79cf436c296253d.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4796.html,纸本 Paper   111.5*50cm 程正揆（1604-1676），字端伯，号鞠陵，又号青溪道人、青溪老人、青溪旧史，湖北孝感人。崇祯四年进士，榜名正葵，清初改名正揆，官工部侍郎。书法李邕，山水初得董其昌指授，后则自创一格，多用秃笔，笔墨枯劲简老。此幅山水轴，青溪以减笔、淡笔勾勒枯木瘦石，意境深远。
谭元春 书札,中国,湖北博物馆,,Paper   37*25cm,书画,https://img.cjyun.org/a/10695/202301/6a2c7d586c26dbc92ac5199527fb2674.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4787.html,纸本 Paper   37*25cm 谭元春（1586-1637年），字友夏，竟陵（今湖北天门）人。天启间乡试第一。是明代文学“竟陵派”的创始者。
米万钟 行书 轴,中国,湖北博物馆,,Silk  172*45cm,书画,https://img.cjyun.org/a/10695/202301/289dca58cb2f53629f2cf0da594b58e8.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4776.html,绢本 Silk  172*45cm 米万钟（1570-1628年），字仲诏，号友石，关中（今陕西）人，原籍安化，后迁顺天。米芾后裔。万历年进士，历任江西按察史等职。善于画山水、花卉，有好石之癖；行草书得米芾法，与董其昌齐名，享有“南董北米”之誉。著有《篆隶考》。
王鉴 浅绛山水图 轴,中国,湖北博物馆,,Silk  130.5*62.5,书画,https://img.cjyun.org/a/10695/202301/5015cc31bcc92d2056ac261aa957c46a.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4792.html,绢本 Silk  130.5*62.5 王鉴（1598-1677年），字元照、圆照，号湘碧、香庵主，江苏太仓人。善于画山水，运笔出锋，用墨浓润。与王时敏、王翚、王原祁也合称为“清六家”，为清六家之首。康熙命他主绘《南巡图》，名躁一时，其弟子形成“虞山派”。
吕纪 绿竹白鹤图 轴,中国,湖北博物馆,,Silk  160*97cm,书画,https://img.cjyun.org/a/10695/202301/504327afacee15e168b78e278622190b.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4733.html,绢本 Silk  160*97cm 吕纪（1477-？）字廷振，号乐愚，一作乐渔，浙江宁波人。擅长画花鸟，工笔勾勒与水墨写意具佳，笔墨流动，发展了花鸟画的表现形式；与边景昭、林良齐名，为明代院体花鸟画派代表之一。代表作有《桂菊山禽图》
文徵明 荔枝图 轴,中国,湖北博物馆,,Silk  296*119cm,书画,https://img.cjyun.org/a/10695/202301/c15f2e56f797e8edca7dfd4cbf0c52cb.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4722.html,绢本 Silk  296*119cm 备注：清人后添画款 文徵明（1470-1559年），初名壁（也作壁），字徵明，又改字徵仲，别号衡山、衡山居士。长洲（今苏州）人。擅长诗文书画。“吴门画派”代表人物，与沈周、唐寅、仇英合称“明四家”；行书、楷书尤其精湛。其子文彭是明清篆刻的一代宗师。
伊秉绶 摹文天祥像 轴,中国,湖北博物馆,,Paper   159*70.1cm,书画,https://img.cjyun.org/a/10695/202301/195ad039e5d3d58b95c825b71fc6b1ed.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4812.html,纸本 Paper   159*70.1cm 伊秉绶（1754-1815年），字组似，又字墨卿，晚号默庵，福建汀州宁化县人，故称“伊汀州”。乾隆年进士，曾任惠州、扬州等知府。擅长书画、篆刻、诗文，以隶书成就最高，影响最大。著有《留春草堂》。
王震 画佛图 轴,中国,湖北博物馆,,Paper   135.3*55.2cm,书画,https://img.cjyun.org/a/10695/202301/b372bdffa2ccf9e9393d979c58e4f8f0.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4818.html,纸本 Paper   135.3*55.2cm 王震（1867-1938），字一亭，号梅花馆主、海云楼主，自署白龙山人，浙江吴兴人。早年师从徐小仓，后拜吴昌硕为师，其画风由任伯年之清新飘逸转向吴昌硕之沉雄凝重。晚期作品兼得任、吴二家风貌，既流动、潇洒，又凝重、沉雄。
董其昌 山水图 轴,中国,湖北博物馆,,Paper  90*43cm,书画,https://img.cjyun.org/a/10695/202301/e86bf84395163e5303864a03ca47273d.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4746.html,纸本 Paper  90*43cm 董其昌（1555-1637年），字玄宰，号思白、思翁、香光居士，华亭（今上海市）人。官至礼部尚书。精通诗文，书法自成一派，“明末四大书家”之一。山水画清润生动，开创了“松江派”。清初“四王”传其脉络。代表作有《云山小隐图》，著有《画禅室随笔》等。
吴石仙 雨景图轴,中国,湖北博物馆,,Paper   71.3*45.7cm,书画,https://img.cjyun.org/a/10695/202301/b1d4ed7a09c13c0479acc504412069b0.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4815.html,纸本 Paper   71.3*45.7cm 吴石仙（1845-1916年），名庆云，字石仙，以字行，号泼墨道人，上元（今南京）人，曾居上海，去过日本。善于用西洋画法画山水，擅长画烟雨情景，水墨淋漓，自出新意。代表作有《剑阁云深图》轴和《海州全景》通景四条屏等。
仇英 升仙图 卷,中国,湖北博物馆,,Silk  24*93cm,书画,https://img.cjyun.org/a/10695/202301/961758b87fc30af3849c044ae1a184fc.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4741.html,绢本 Silk  24*93cm 仇英（1498-1552年），字实父，号十洲，江苏太仓人，师从周臣学画，喜欢画山水、人物，尤其善于摹古，画风精细隽丽，画面色调鲜明，富有装饰意趣，为明四大家之一。
吴鹤汀 山水人物图 轴,中国,湖北博物馆,,Paper   112*34cm,书画,https://img.cjyun.org/a/10695/202301/a81620263cb9eb20fd526e160bd2b540.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4834.html,纸本 Paper   112*34cm 吴鹤汀（1896-1986年），字诸，福建诏安县城关人。其夫吴泗滨系华侨富商，童年在自家开设的松斋私塾就读，后入丹诏小学。
谢时臣 山水图轴,中国,湖北博物馆,,Paper 173.5*90cm,书画,https://img.cjyun.org/a/10695/202301/a417574c9d7c5c10be62053f55285cae.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4735.html,纸本 Paper 173.5*90cm 谢时臣（1487-1567年后），字思忠，号樗（chu，音初）仙，江苏苏州人。喜欢吟诗作画，其画师法沈周，而稍变其意，擅长作巨画，气势宏大而不失秀雅，尤其善于画江潮湖海，特别喜欢画雪景。代表作有《雪山行旅图》、《溪山霁雪图》和《杜陵诗意图》等。
童钰 梅花图,中国,湖北博物馆,,Paper   125*45cm,书画,https://img.cjyun.org/a/10695/202301/222a6c2ee67387bbccf9ccdb3d8396d5.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4833.html,纸本 Paper   125*45cm 童钰（1721-1782年），字二如，号二树、璞岩，浙江会籍人。与同乡结成诗社，吟诗作画，称越中七子。善于画山水花卉，尤其擅长画梅，并在画上题诗，被誉为二绝。受河南巡抚阿思哈聘请，纂修省志，久居开封。乾隆年间卒于扬州。
方苞 诗 册,中国,湖北博物馆,,Paper   22*18.2cm,书画,https://img.cjyun.org/a/10695/202301/6e0c2ace3106aa10447e769abc410a59.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4842.html,纸本 Paper   22*18.2cm 方苞（1668-1749年），字灵皋、凤九，号望溪，原籍安徽桐城，康熙年间进士，擅长书法，以诗文著名于世，有大家之风，曾因受戴名世《南山集》文字狱牵连入狱，后得赦免，官至礼部侍郎。方苞与姚鼐同为桐城古文派创始人。著有《狱中杂记》等。
奚冈  草书  轴,中国,湖北博物馆,,纸本 167.2*44.8cm,书画,https://img.cjyun.org/a/10695/202301/f8434a731e49b84ac9e1ffb44b1f9ad4.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5360.html,纸本 167.2*44.8cm 奚冈（1746 -1803年），初名钢，字铁生、纯章，号梦龛，另署鹤渚生等。原籍安徽新安（今歙县人），居浙江杭州。擅长诗文书画，精通金石。书法四体皆精；为西泠金石四家（八家）之一，与方熏并称为浙西两高士，属娄东画派。代表作有《蕉林学书图》 。
叶向高  草书逍遥游篇  卷,中国,湖北博物馆,,绫本 26.9*296cm,书画,https://img.cjyun.org/a/10695/202301/fbf99c179d1aa77217fd7d07faf014fd.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5363.html,绫本 26.9*296cm 叶向高（1559 - 1627年），字进卿，号台山，福州福清人。万历年进士。官至礼部尚书、兼东阁大学士。擅长书法，博学多才，著有《说类》等。
邓石如  隶书,中国,湖北博物馆,,纸本 46.5*130.2cm,书画,https://img.cjyun.org/a/10695/202301/b180819fba5a0f95f38ef77c8fa2e71b.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5359.html,名称：描述： 纸本 46.5*130.2cm 邓石如（1739 - 1805年），字顽伯，号完白山人，原名琰，因避仁宗讳遂以字行，安徽怀宁人。精于篆刻，出入秦汉，自成一家，被誉为邓派。
姚鼐 行书诗 轴,中国,湖北博物馆,,浅绛纸 172*33cm,书画,https://img.cjyun.org/a/10695/202301/3b5af8f94fd639159e89424b4948e81c.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5365.html,浅绛纸 172*33cm
倪元璐 行书楚辞句 轴,中国,湖北博物馆,,Silk  149*51.6cm,书画,https://img.cjyun.org/a/10695/202301/4dd2bd8307e14d5825bbc5fb85589201.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4783.html,绢本 Silk  149*51.6cm 倪元璐（1593-1644年），字汝玉，又作玉汝，号鸿宝、园客，浙江上虞人。天启年进士，官至户部、礼部尚书，翰林院学士。善于诗文、书法，擅长山水、竹石，所画山水，气势雄浑，风格古拙；所作竹石，笔法生秀，自具风神。著有《诗文集》。
张瑞图 草书诗 卷,中国,湖北博物馆,,Paper   25.8*456cm,书画,https://img.cjyun.org/a/10695/202301/95a6c150270578c92fc6cf1be9e21822.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4780.html,纸本 Paper   25.8*456cm 张瑞图（1570-1644年），字长公，号二水，别署果亭居士、芥园居士、白毫庵主等，福建晋江人。书法奇逸，“明四大书家”之一，对日本书坛影响很大，被称为“水星”。山水画骨格苍劲，点染清逸；亦善画佛像。代表作有《杜甫秋兴八首诗卷》。
王时敏 墨笔山水图 扇,中国,湖北博物馆,,Gold dusted paper  16.7*49cm,书画,https://img.cjyun.org/a/10695/202301/82f2f7240169c4d6f3d943b31dc70b4d.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4791.html,金笺  Gold dusted paper  16.7*49cm 王时敏（1592-1680年），字逊之，号烟客、西庐老人，江苏太仓人。擅长画山水，曾师从董其昌学画，与王鉴、王翚、王原祁合称为“四王”，又与吴历、恽寿平合称为“清初六家”，开创了“娄东派”。善于书法诗文。著有《西田集》和《西庐画跋》等。
查士标 山水图 轴,中国,湖北博物馆,,Silk  145.5*44.5cm,书画,https://img.cjyun.org/a/10695/202301/a454897e43706a2ccbdfc553b6dcfff2.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4800.html,绢本 Silk  145.5*44.5cm 查士标（1615-1698），字二瞻，号梅壑、梅壑散人、自号后乙卯生。安徽休宁人，后住扬州。专心书画，精于鉴别，擅长画山水，笔墨疏淡。与弘仁、孙逸、汪之瑞为新安派四大家。书法学董其昌。代表作有《水云楼图》，著有《种书堂遗稿》。
龚贤 墨笔山水图 扇,中国,湖北博物馆,,alum-treated paper 18*59cm,书画,https://img.cjyun.org/a/10695/202301/75f74ec1f4353520638bc85ac0ba2785.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4802.html,矾笺 alum-treated paper 18*59cm 龚贤（1618-1689年），字半千，号半亩、柴丈人，江苏昆山人。擅长诗文书画，“金陵八家之一”。晚年常创作大幅长卷，构图宏大，繁复沉郁，萧索冷寂。代表作有《千岩万壑卷》。著有《香草堂集》等。
高岑 临刘松年绛山水图 轴,中国,湖北博物馆,,Silk  187*53cm,书画,https://img.cjyun.org/a/10695/202301/bfff7f40b1d21adaf6e12cb4560263fe.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4806.html,绫本 Silk  187*53cm 高岑（1621-1691年），字善长，又字蔚生，浙江杭州人，常住南京。喜欢唐诗，善于画山水，用笔精到，无粗犷气，擅长写意花卉，清秀入神。与龚贤等被称为金陵八家。代表作有《林荫评古图》和《风台秋月图》。
莫有芝 篆书韩诗外传语  轴,中国,湖北博物馆,,纸本 172*34cm,书画,https://img.cjyun.org/a/10695/202301/59f1fa0a986e76763436ef3a3d8d6ed6.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5361.html,纸本 172*34cm 莫有芝（生卒年未详），贵州独山人。道光十一年（1831年）举人。官之知县，晚清宋诗派诗人。对文字音韵，版本目录学均精通。书法擅长篆书，人称其书“不以姿取容，具有金石气”，圆润婉通，有古雅之势。
姚鼐 诗 册,中国,湖北博物馆,,纸本 24*27.5cm,书画,https://img.cjyun.org/a/10695/202301/d111559217c68f4870ca193d7f45d43e.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5364.html,纸本 24*27.5cm 姚鼐（1732 - 1815年），字姬传，一字梦谷，室名惜抱轩，人称惜抱先生，安徽桐城人。乾隆年进士，官至刑部郎中。博学多才，擅长诗书，为“桐城派”主要作家。著有《惜抱轩全集》等。
张翀  幽谷求音图  扇,中国,湖北博物馆,,金笺 17.5*53cm,书画,https://img.cjyun.org/a/10695/202301/44b5303f26de462b643ba2dcfc7c968f.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5352.html,金笺 17.5*53cm 张翀(约17世纪，生卒年未详），字子羽，号图南，南京人。擅长画人物、仕女，笔墨豪迈，着色古雅，花草娟秀，山水清润，笔墨功力深厚，造型简洁，其画可达到出神入化的境界。
王铎  手卷  明,中国,湖北博物馆,,纸本 30.5*537cm,书画,https://img.cjyun.org/a/10695/202301/c1c5147926cbce4b923ef5cefadfb560.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5353.html,纸本 30.5*537cm 王铎（1592-1652年），字觉斯，号痴庵、嵩樵，又称王孟津，孟津（今河南孟津）人。明清两代礼部尚书，被称为“贰臣”。擅长诗文书画，其行草师法颜真卿、米芾，笔力雄健，苍老劲疾，尤其擅长布局，有北宋大家之风。吴昌硕、齐白石受其影响。当代日本书坛盛行王铎书风。
袁耀  山水图,中国,湖北博物馆,,纸本 24.5*30.2cm,书画,https://img.cjyun.org/a/10695/202301/6bb95290078c9e0d161bbdffc3465cff.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5357.html,纸本 24.5*30.2cm 袁耀（生卒年未详），名又作曜，字昭道，江都（今江苏扬州）人。袁江之侄，与伯父齐名。善于画山水、人物、花鸟，特别是楼台亭阁，代表作有大幅《阿房宫图》和《骊山避暑十二景图》，无论布局，渲染，以至人物，都很华丽精致。
汪洛年  山水图  斗方,中国,湖北博物馆,,纸本 38.6*32.3cm,书画,https://img.cjyun.org/a/10695/202301/eb527d76aa8f91ad787b7f8d77a3a51d.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5356.html,纸本 38.6*32.3cm 汪洛年（1870 - 1925年），字杜耆，又号瓯客，浙江钱塘（今杭州）人，久居淮上。善于画山水，气韵清逸，与沈塘齐名；后学四王，淡雅超逸。鄂督张之洞聘其任两湖师范等校图画教员，随后名震大江南北。代表作有《寒庐茗话图》长卷。
焦秉贞  婴戏图  屏,中国,湖北博物馆,,绢本 118.5*28.5cm,书画,https://img.cjyun.org/a/10695/202301/8d26fc16244b3f911a8e6b0c4bf6e67a.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5351.html,绢本 118.5*28.5cm 焦秉贞(17-18世纪，生卒年未详），山东济宁人。康熙时宫廷画师，善于西洋画法，所画花卉精妙绝伦，其山水、人物、景物之位置，自近而远，自大而小，均采西洋画法。曾受康熙之命而绘《耕织图》四十六幅，当时画院多沿袭其画法。代表作有《汉宫春晓图》 。
罗牧  墨笔山水图  册,中国,湖北博物馆,,纸本 27.5*20cm,书画,https://img.cjyun.org/a/10695/202301/76f61d18162800f1fbe3b92f7e89435c.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5354.html,纸本 27.5*20cm 罗牧（1622 - 1705年），字饭牛，江西宁都人。久居南昌，早年曾向同乡魏书学画，后自己钻研黄公望、董其昌等人画法，逐渐创立独家风格，在江淮有一定的影响，其画风为“江西派”。擅长楷书，能诗饮酒，并善于制茶。代表作有《林壑萧疏图》 。
佚款  蚕织图  卷,中国,湖北博物馆,,绢本 34*453cm,书画,https://img.cjyun.org/a/10695/202301/5f7540ab14a74052a7b908e76fe7bf60.jpeg,http://hbsbwg.cjyun.org/shuhua/p/5358.html,绢本 34*453cm
戴进 松下观画图 轴,中国,湖北博物馆,,Silk  185.3*103.6cm,书画,https://img.cjyun.org/a/10695/202301/1724648c1d6f949ba30e063aa50c701b.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4715.html,绢本 Silk  185.3*103.6cm 戴进(1388-1462年），字文进、文节，号静庵、玉泉山人，浙江杭州人。明代“浙派”创始人，其山水、神像、人物、走兽、花果、翎毛无一不精，其画作在明代就已被称为“绝艺”。后世从学者甚多。其山水画多含人物活动，风格迥异。代表作有《风雨归舟图》。
王锡绶 仿夏禹玉浅绛山图  轴,中国,湖北博物馆,,Paper 132*27cm,书画,https://img.cjyun.org/a/10695/202301/1451bb8718a9fb96f2f008980f72343f.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4738.html,纸本 Paper 132*27cm 王锡绶（生卒年未详），江苏常熟人。字分符，号养虚，擅长画山水、人物，笔意粗拙，别有意致。
丁云鹏 松下纳凉图 轴,中国,湖北博物馆,,Paper  95*30cm,书画,https://img.cjyun.org/a/10695/202301/6bc130257a2ff6b934b338fcb293e512.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4743.html,纸本 Paper  95*30cm 丁云鹏（1547-1628年），字南羽，号圣华居士，安徽人。擅长画人物、佛像，以精工见长，还善于画山水，花卉，并喜欢写诗。代表作有《待朝图》和《伏虎尊者》等。
蓝瑛 绛水山图 轴,中国,湖北博物馆,,Silk  293*93cm,书画,https://img.cjyun.org/a/10695/202301/db317914080f7f3eb4c2111f36cbd022.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4748.html,绢本 Silk  293*93cm 蓝瑛（1586-约1666），字田叔，号蜨叟、石头陀、西湖研民等，杭州人。擅长画山水，早年笔墨较为秀润，画中的青绿山水，取没骨法，鲜艳夺目；中年作画则下笔苍老坚劲，有“浙派殿军”之称。代表作有《红树青山图》和《丹峰红树图》等。
项圣谟 三招隐图 卷,中国,湖北博物馆,,Silk  32*233.5cm,书画,https://img.cjyun.org/a/10695/202301/e03d0833833e38d1d7c4181b4aad66fd.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4750.html,绢本 Silk  32*233.5cm 项圣谟（1597-1658年），初字逸，后字孔彰，号易庵，别号胥山樵等，浙江嘉兴人。收藏家和画家元汴之孙。善于画人物、花卉，尤其以山水见长，笔法秀逸，富于变化。特别喜欢画松树，有“项松之名满东南”之誉。代表作有《郞云堂集》。
傅山 山水图,中国,湖北博物馆,,Paper  30.5*41.5cm,书画,https://img.cjyun.org/a/10695/202301/4e4eff98aef62bd6dc2883bcef9d0ed5.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4754.html,纸本 Paper  30.5*41.5cm 傅山（约1607-约1684），字青竹，后改青主，号朱衣道人、石道人、啬庐等，先世居大同，后徙于忻州，其曾祖移居太原阳曲（今太原北郊）西村。出身官宦书香之家，擅长书画，博艺多才、重气节、有思想、有抱负，其声誉和影响当大。
盛茂烨 峨眉雪图 轴,中国,湖北博物馆,,Silk  99*102cm,书画,https://img.cjyun.org/a/10695/202301/6028620c8bf79939085cd5d01de3a80a.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4758.html,绢本 Silk  99*102cm 盛茂烨（17世纪，生卒年未详），号念庵，研庵，苏州人，善于画山水、人物，其画烟林清旷，清逸典雅。
沈士充 墨笔山水图 扇,中国,湖北博物馆,,Gilded Paper 18*54.5cm,书画,https://img.cjyun.org/a/10695/202301/65b612598033c51319dcae15f0c7ee9c.jpeg,http://hbsbwg.cjyun.org/shuhua/p/4761.html,泥金笺 Gilded Paper 18*54.5cm 沈士充（16-17世纪，生卒年未详），字子居，松江（今上海）人。擅长画山水和白描人物，笔法松秀，墨色华淳。正宗松江画派，常为董其昌代笔；后为云间派领袖，学巨然、黄公望，仿民家之作，形神兼备。代表作有《仿古山水图》和《秋林水阁图》。
